num__CZAS_POSIADANIA|num__L_WIAD_POCZTA_G|num__DZIEN_MIN|num__DZIEN_L_POL|num__DZIEN_OPLATA|num__WIECZOR_MIN|num__WIECZ_L_POL|num__WIECZ_OPLATA|num__NOC_MIN|num__NOC_L_POL|num__NOC_OPLATA|num__MIEDZY_MIN|num__MIEDZY_L_POL|num__MIEDZY_OPLATA|num__L_POL_BIURO|cat__STAN_9|cat__STAN_MISSING|cat__KOD_OBSZARU_408.0|cat__KOD_OBSZARU_415.0|cat__KOD_OBSZARU_510.0|cat__KOD_OBSZARU_9.0|cat__KOD_OBSZARU_MISSING|cat__PLAN_MIEDZY_0.0|cat__PLAN_MIEDZY_1.0|cat__PLAN_MIEDZY_9.0|cat__PLAN_MIEDZY_MISSING|cat__POCZTA_G_0.0|cat__POCZTA_G_1.0|cat__POCZTA_G_9.0|cat__POCZTA_G_MISSING|REZYGN
|1.4009274534816016|1.5549233775209261|0.4601822188863376||-0.07590977239439078|-0.06103207302929715||||0.8485847045702019|-0.07877313731377562||-0.08140868432654537|-0.3651960277920671|0.0|1.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|1.0|0.0|0
0.1569086615223004|1.4782670714950592||1.107991378897744||-0.11331982953954128|||1.0209722353376431|||1.2236533455695553|||-0.3651960277920671|0.0|1.0|0.0|1.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0
|-0.5325629968548379||0.6595081142744627|1.1575226899164677||0.4916943476071684||-0.7780934298016313|0.21264394205020784|-0.765456399859468|0.6956426092655021||0.6917470345651227|-1.1226767997234153|1.0|0.0|0.0|1.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0
-0.41600475846527607|-0.5325629968548379|2.1792672272008926||2.1750196464541784|-2.743837531956432||-2.7170157476336816|-0.1058935135241027|-0.5482248915097253|-0.09184574923028356|-1.2755974729362962|1.0387558905616368|-1.2870074324288079||0.0|1.0|1.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|1.0|0.0|0.0|0.0|0
-0.6401882706343278|-0.5325629968548379|-0.23619717083210007|0.6096766404274314|-0.23619162870241434|-1.0426644070401192||-1.0243253919989348||1.074961953418132|-0.2886800302582918|-0.0435724215601722|-0.6063099720812962|||1.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|1.0|0.0|0.0|0.0|0
0.4309107319511413||0.79588143782254|-0.1377954672780375|0.7941309197244273|0.38088671485165587||0.3897043744768945||0.9227881867061455|0.04812529505630042|-1.3811996201971068|0.6274894249009035|-1.3918421061768307||0.0|1.0|0.0|0.0|1.0|0.0|0.0|0.0|1.0|0.0|0.0|1.0|0.0|0.0|0.0|0
||0.701228725917705||0.6990077798800411||0.3911986347641747|2.893043716755765|0.2017898300781477|0.9227881867061455|0.21871500528057475|-0.9587910311538642|1.0387558905616368|-0.9593990769662369||0.0|1.0|0.0|0.0|1.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0
1.1532798267180857|-0.5325629968548379||||-1.9326299770194868|-0.3122713551367815||0.18611169792007157|-0.1931527691817565|||0.6274894249009035|-1.103546753369768|-1.1226767997234153|0.0|1.0|0.0|1.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|1.0|0.0|0
0.4060014528212467|-0.5325629968548379||-0.18762694112506875||2.960211707490973|-1.0157413450377377||0.2645023587104539|-0.49750030260572975|0.2799523371559554|||-0.5400603819741453|-0.3651960277920671|0.0|1.0|1.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0
1.0038241519387179|2.3290028696430927||-0.8354361011364752|1.43327291553278|0.40845202011650367||0.4173401353852171|2.4320041295645245|-0.14242818027776097|2.4582517138659163|0.34363545172946663|0.2162229592401703||-1.1226767997234153|1.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|1.0|0.0|0.0|0.0|1.0|0.0|0.0|0
-0.889281061933274|-0.5325629968548379|-0.9206090876824431||-0.9191543967986302||-0.8649977757732471|||0.5677160643781767|0.14435538800332712||0.6274894249009035|0.8752077136241627|1.9072462880019772|1.0|0.0|0.0|0.0|0.0|0.0|1.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|1
|-0.5325629968548379|0.1460541657066554|1.307317274285869|0.14536972999922737|-0.7453529002549767|2.4011128916240496|-0.7295439423101624|-0.12353141220193883||-0.10934212976610617|||-0.3959127055706141|-1.1226767997234153|1.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|1.0|0.0|0
1.6763746884458728|-0.5325629968548379|-0.9260698210615678|||-1.8971888702503967||-1.8741250399298484|-1.1994432315499364|||0.34363545172946663|-1.0175764377420295|0.3379300106655457||0.0|1.0|1.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0
|-0.5325629968548379||-0.6361102057483501||0.9125033163880035||0.9193897918864072||0.7706144199941588|-0.18370174704335382|0.7308433250191061|||1.149765516070629|0.0|1.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|1.0|0.0|1.0|0.0|0.0|0.0|0
-0.964008899322958|-0.5325629968548379|-1.073509622297945|-1.5330767349949128|-1.0719927001441056|2.0859977405200896||2.0846977101873345|0.013652244181230228|-0.040979002469769876||1.012449051047934|0.6274894249009035|1.019355390027694||0.0|1.0|0.0|0.0|0.0|1.0|0.0|1.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0
|-0.5325629968548379||-1.6825711565360064|||-0.16152778587229089|2.291965916999753||1.430034075746101||||-1.7063461274208993||1.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|1.0|0.0|0.0|0.0|1
-0.39109547933538147|1.5556066895085168|0.304415433701283|1.905294960450244|0.3035520299651741||-0.513262780822769|||-1.2583691361656628|-2.2089077940648645||-0.19504350642056298|1.2683377401792482|-0.3651960277920671|0.0|1.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|1.0|0.0|0.0|0
|-0.5325629968548379|0.20066149949790618|0.6595081142744627|0.19987849552803347||0.5419422040286653|0.343644772963024||1.074961953418132|-1.4171965748188742||-0.6063099720812962|-0.7497297294701911|1.149765516070629|0.0|1.0|0.0|0.0|0.0|0.0|1.0|1.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0
-0.6152789915044331||0.1824590549008226||0.18170890701843131|0.22730858551893354|-1.7694591913601907|0.23770768948112125|-0.7173406676890851|0.41554229766619||-0.07877313731377562|0.2162229592401703||-0.3651960277920671|0.0|1.0|0.0|0.0|1.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0
-0.690006828894117||0.8140838824196236|||-0.8221419649213382|-0.6137584936657627|-0.805542284808049|-0.18624394083424448|-1.3090937250696584|||-1.0175764377420295|||0.0|1.0|0.0|1.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0
