num__CZAS_POSIADANIA|num__L_WIAD_POCZTA_G|num__DZIEN_MIN|num__DZIEN_L_POL|num__DZIEN_OPLATA|num__WIECZOR_MIN|num__WIECZ_L_POL|num__WIECZ_OPLATA|num__NOC_MIN|num__NOC_L_POL|num__NOC_OPLATA|num__MIEDZY_MIN|num__MIEDZY_L_POL|num__MIEDZY_OPLATA|num__L_POL_BIURO|cat__STAN_9|cat__KOD_OBSZARU_408.0|cat__KOD_OBSZARU_415.0|cat__KOD_OBSZARU_510.0|cat__KOD_OBSZARU_9.0|cat__PLAN_MIEDZY_0.0|cat__PLAN_MIEDZY_9.0|cat__POCZTA_G_0.0|cat__POCZTA_G_1.0|cat__POCZTA_G_9.0|REZYGN
137.0|0.0|247.5|125.0|45.07|258.2|125.5|1678.0|244.7|121.0|11.01|-250.0|6.0|3.62|2.0|1.0|0.0|0.0|0.0|1.0|0.0|1.0|0.0|0.0|1.0|0
107.0|1300.0|161.6|123.0|39.54|258.2|10300.0|22.38|6360.0|121.0|11.39|13.6|75.0|3.7|1.0|1.0|0.0|0.0|0.0|1.0|0.0|1.0|0.0|0.0|1.0|0
137.0|0.0|247.5|125.0|39.54|121.2|125.5|10.3|162.6|121.0|11.39|610.0|6.0|3.62|2.0|1.0|0.0|1.0|0.0|0.0|0.0|1.0|1.0|0.0|0.0|0
137.0|0.0|247.5|7100.0|39.54|258.2|88.0|22.38|279.3|89.0|8.86|13.6|6.0|3.62|2.0|1.0|0.0|0.0|0.0|1.0|0.0|1.0|0.0|0.0|1.0|0
3750.0|0.0|247.5|125.0|2834.0|258.2|122.0|22.38|186.9|121.0|11.39|13.6|-75.0|3.62|2.0|1.0|0.0|0.0|0.0|1.0|0.0|1.0|0.0|0.0|1.0|0
118.0|0.0|22340.0|125.0|39.54|258.2|125.5|22.38|203.9|118.0|9.18|13.6|6.0|3.62|0.0|1.0|0.0|0.0|0.0|1.0|0.0|1.0|0.0|0.0|1.0|0
12100.0|24.0|247.5|125.0|39.54|258.2|2700.0|1481.0|212.6|121.0|9.57|187.5|6.0|2.03|2.0|1.0|0.0|0.0|0.0|1.0|0.0|1.0|0.0|1.0|0.0|0
7350.0|0.0|15700.0|125.0|39.54|103.1|94.0|876.0|279.3|121.0|11.39|13.6|-150.0|3.62|-0.0|1.0|0.0|0.0|0.0|1.0|0.0|1.0|0.0|0.0|1.0|0
11700.0|0.0|247.5|125.0|3137.0|258.2|8000.0|22.38|5395.0|2250.0|11.39|13.6|6.0|117.5|1.0|1.0|0.0|0.0|0.0|1.0|0.0|1.0|0.0|0.0|1.0|0
141.0|0.0|12930.000000000002|84.0|39.54|258.2|125.5|22.38|-8159.999999999999|121.0|11.39|11.2|6.0|151.0|-0.0|1.0|0.0|0.0|0.0|1.0|0.0|1.0|0.0|0.0|1.0|0
137.0|0.0|247.5|125.0|21.95|258.2|125.5|22.38|-5220.0|121.0|11.39|635.0|6.0|343.0|4.0|1.0|0.0|0.0|0.0|1.0|1.0|0.0|0.0|0.0|1.0|1
137.0|0.0|247.5|125.0|39.54|4085.0|125.5|22.38|279.3|121.0|11.39|9.1|6.0|246.0|0.0|1.0|0.0|1.0|0.0|0.0|0.0|1.0|1.0|0.0|0.0|0
137.0|0.0|12880.000000000002|125.0|39.54|258.2|125.5|892.0|-3527.5|121.0|11.39|13.6|6.0|3.02|2.0|1.0|0.0|0.0|0.0|1.0|0.0|1.0|0.0|0.0|1.0|0
137.0|0.0|247.5|4400.0|1331.0|258.2|7500.0|21.05|279.3|115.0|11.39|1230.0|5.0|3.62|150.0|1.0|0.0|0.0|1.0|0.0|0.0|1.0|0.0|0.0|1.0|0
137.0|0.0|120.7|125.0|39.54|7680.0|3800.0|26.11|279.3|121.0|9.14|655.0|6.0|88.5|4.0|1.0|0.0|0.0|0.0|1.0|0.0|1.0|0.0|0.0|1.0|0
137.0|0.0|332.9|125.0|39.54|258.2|125.5|22.38|279.3|121.0|11.39|13.6|6.0|3.62|200.0|1.0|0.0|1.0|0.0|0.0|0.0|1.0|0.0|0.0|1.0|1
