num__CZAS_POSIADANIA|num__L_WIAD_POCZTA_G|num__DZIEN_MIN|num__DZIEN_L_POL|num__DZIEN_OPLATA|num__WIECZOR_MIN|num__WIECZ_L_POL|num__WIECZ_OPLATA|num__NOC_MIN|num__NOC_L_POL|num__NOC_OPLATA|num__MIEDZY_MIN|num__MIEDZY_L_POL|num__MIEDZY_OPLATA|num__L_POL_BIURO|cat__STAN_9|cat__STAN_MISSING|cat__KOD_OBSZARU_408.0|cat__KOD_OBSZARU_415.0|cat__KOD_OBSZARU_510.0|cat__KOD_OBSZARU_9.0|cat__KOD_OBSZARU_MISSING|cat__PLAN_MIEDZY_0.0|cat__PLAN_MIEDZY_1.0|cat__PLAN_MIEDZY_9.0|cat__PLAN_MIEDZY_MISSING|cat__POCZTA_G_0.0|cat__POCZTA_G_1.0|cat__POCZTA_G_9.0|cat__POCZTA_G_MISSING|REZYGN
1.0529825932833383||-0.38384837639714475||1.0401993235774272|-0.3856895093850559|-0.3472275798168742|-0.35718877642019925||-0.3472414176176072||0.6222375713504656|-0.24203672508017238||-0.2749429460630012|0.0|1.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|1.0|0
-0.31335839916103597||1.204411454664101|||||-0.357555600529433||||-0.3348875098635704|-0.24203672508017238|-0.37429162128030524|-0.2749429460630012|0.0|1.0|0.0|0.0|0.0|0.0|1.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0
-0.3001058192149218|-0.462391138044792|2.035641887432338||||-1.4806064739132196||-0.3461482459355736|-0.34222678032055664||||1.8354287998488579|-1.0490043108088363|0.0|1.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|1.0|0
-0.32351871045305686|-0.462391138044792|1.083486734004663||-0.3375599258385081|-0.4116854889186144|-0.35160356010296046||-0.3394229095144281|-1.240618339153688||2.282928571340964|-0.1872790298926752|0.797904597142068||1.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|1.0|1.0|0.0|0.0|0.0|0
-1.1889121809343144|||-0.2802183097320749|1.411900417729005|||||-0.33566917770133675|-0.35948221288492477|0.632363735984554|1.770308573060349|-0.38762140242766396||0.0|1.0|0.0|0.0|0.0|0.0|1.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|1.0|0
-1.6637962956700734|-0.462391138044792|-0.39232326858453725|0.7266598003683344|-0.35410558694596156|1.6925691466682689|1.6223613653115945||0.6214570807323744|1.8935299715028997|-0.3561055016477755||||-1.0490043108088363|0.0|1.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|1.0|1.0|0.0|0.0|0.0|0
-0.30717386185284934|1.532237300579801|1.7795660083888223|-0.2909893635414503|-0.3552453422389673||-0.3436472323100763||||-1.4455553362516806|||||0.0|1.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|1.0|0
|||1.3729230289308565|-0.3685638310561125|-0.4037811763224328|1.483125628936122|-0.3755758348955444||-0.34531271096489546|||-0.2009684536895495|-1.0847552143921069|-1.0490043108088363|0.0|1.0|0.0|0.0|0.0|1.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|1.0|0.0|0
|-0.462391138044792|1.4371153288742797|-1.3736956924598622|-0.36257051108839716|-0.35610589282361893|2.7959197147620047|3.0307069904360455||0.4855741150233249|1.73271929897426|-0.35513983913174724|||-0.2749429460630012|0.0|1.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|1.0|0.0|0.0|0.0|1.0|0.0|0
||-0.3851694027572899||-0.34644745587610304||-0.3424537831411437|-0.3523971364933325||0.553078847868236||-0.34501367449765885||-0.3836362101258763|-1.0490043108088363|0.0|1.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|1.0|0
0.3572221461123427|||1.1467308989339737|1.0027410737792062|-0.3797229044884237|-0.3535926420511815|-1.5087413613324658|-0.3370896295315818|-0.33952659100676025|1.6647465403043706||-2.3365185660019394|0.7532429592772061||0.0|1.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|1.0|1.0|0.0|0.0|0.0|1
-0.3279362371017616|-0.462391138044792|0.5159534862038558|||-0.39221248579938056|-0.32773457672430806|-0.3638145368932351||0.5241482480775599||||-0.39133175388105246||0.0|1.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|1.0|0
-0.2864114866039371|-0.462391138044792||0.7051176927495837|0.298397915180178|-0.40343584227696855|2.4378849640822184|||0.8520283790385568||0.7437515469595265|2.4547797629040637|-0.3836362101258763|-0.2749429460630012|0.0|1.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|1.0|0.0|0
-1.4097885133695511|-0.462391138044792||-0.2909893635414503||-0.37605852656155314|-0.3567751731683351|0.8108479669007621|0.5645956357722526|1.8356687719215472|-1.3446925330641033||3.139250952747778|-0.37951359739988905||0.0|1.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|1.0|0
|||-0.29874452228420056|2.225096609929701|-0.364624132611737|||-0.3382268584307842|-0.3441554869732684|-0.35628091521853644|-0.3373177893757517|-0.2009684536895495|-0.3764903480674984||0.0|1.0|0.0|1.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0
-0.2895037552580304|||||||-1.943771828376948||||-0.36850637644874396|-0.1599001822989266|0.5780319184227483|2.047241148174504|0.0|1.0|0.0|0.0|0.0|0.0|1.0|1.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|1
-0.3230769577881864|1.781565855407875|-0.39781060884975544|-0.26901641377032454||-0.36966984672046455|0.5084754743078149|||0.3409211160699439|0.485090276936619|||||1.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|1.0|0.0|0
-0.3195429364692226||-0.39896904735019045|2.1268967955871325|||-1.4905518836543248|-0.3531307847118001|0.8925293140336445|0.7845236461936457|0.8819634807833905|0.429840443302786||2.5843701117365407||0.0|1.0|0.0|0.0|1.0|0.0|0.0|1.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0
2.9966943187134216||||-0.36144356203463873|-1.44421509963196|2.1991951302956942|-0.3541854040258473|2.8709154507496053|-0.3406838149983873|||-0.2146578774864238|-0.3880336637002627|-0.2749429460630012|0.0|1.0|0.0|0.0|0.0|0.0|1.0|1.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0
||-0.39212003375989957|-0.29012767923670024||-0.3929607095645531|||-0.3402268127017954|0.3312775828063852|||-0.9675761863145098|-0.37690260934009717|-0.2749429460630012|0.0|1.0|0.0|1.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0
||-0.40620420710729294||-0.36897363071202466|-0.3775741593166462||1.9394052654654337|-0.3370896295315818|-0.3310402817348285|||1.0858373832166341|-0.3858349369130695||0.0|1.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|1.0|1.0|0.0|0.0|0.0|0
3.040869585200469|-0.462391138044792||1.588344105118364|-0.3891562637656986||-0.33847561924470165|1.2596343380415127|0.6493976183420894||1.6713245492079083|0.7640038762277033||1.6911373544393042|2.821302512920339|1.0|0.0|1.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|1
||3.2814713624615046||-1.3987489410622982|-0.07391042200508642|||-0.34238362613131723|-0.3522560549146578|-0.36049084091680056||||-1.0490043108088363|0.0|1.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|1.0|0
|-0.462391138044792||-0.28452673125582506|-0.37870637253993855||||||-0.35895597217264175|-0.3591903049853826|-0.2009684536895495|1.0040352334414302||1.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|1.0|0.0|1.0|0.0|0.0|0.0|0
||-0.4212435841304836||-0.3850838796850715|0.7524931340156007|-0.3579686223372678|-0.34788061464839104|-1.5397680126225985||-0.34957134613692803|||-0.3869343003066661|-1.0490043108088363|0.0|1.0|0.0|0.0|1.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0
|-0.462391138044792|-0.4124638397061344||-0.37568410007758635|-0.3703988852608891||-0.34166753129824323|-0.32887413110458485||-0.3468962891828227|2.748732144509031|-0.2146578774864238|2.453820708746945||1.0|0.0|0.0|0.0|0.0|1.0|0.0|1.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0
-0.33544603240455967|||-0.27935662542732487||||-0.3584268077888634|-0.3422071595779927||0.5048243036472321|||0.4577890472481203|-1.0490043108088363|0.0|1.0|0.0|0.0|0.0|0.0|1.0|1.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0
-0.956992031877316|-0.462391138044792|||-0.37350703940555297|-1.1693867551166648||-0.36535061285065173|-0.3580107197979438||-0.3762342088926006|-0.3308370440099351||||0.0|1.0|1.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0
-0.1397496018669399|-0.462391138044792|||-1.436847502822882|-0.37402489273826367|-0.35319482566153726|2.120524669399632|3.1807122888082|-0.3429982629816414||-0.3648609571804721|||-1.0490043108088363|0.0|1.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|1.0|0.0|1.0|0.0|0.0|0.0|0
