num__CZAS_POSIADANIA|num__L_WIAD_POCZTA_G|num__DZIEN_MIN|num__DZIEN_L_POL|num__DZIEN_OPLATA|num__WIECZOR_MIN|num__WIECZ_L_POL|num__WIECZ_OPLATA|num__NOC_MIN|num__NOC_L_POL|num__NOC_OPLATA|num__MIEDZY_MIN|num__MIEDZY_L_POL|num__MIEDZY_OPLATA|num__L_POL_BIURO|cat__STAN_9|cat__STAN_MISSING|cat__KOD_OBSZARU_408.0|cat__KOD_OBSZARU_415.0|cat__KOD_OBSZARU_510.0|cat__KOD_OBSZARU_9.0|cat__KOD_OBSZARU_MISSING|cat__PLAN_MIEDZY_0.0|cat__PLAN_MIEDZY_1.0|cat__PLAN_MIEDZY_9.0|cat__PLAN_MIEDZY_MISSING|cat__POCZTA_G_0.0|cat__POCZTA_G_1.0|cat__POCZTA_G_9.0|cat__POCZTA_G_MISSING|REZYGN
-0.23228181451140612|-0.17832047790774738|||-0.30536536490739963|-0.3597682788137869||-0.38661905860262336|-0.3085928014515618|-0.36564152448355475|-0.2947686416272528|-1.3853443420050777||||1.0|0.0|0.0|1.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0
||||-0.329076010881441||-0.34434121443443594|3.3257069033674087|-0.3066398404926758||0.9704250082982675||||-0.2718648529896093|1.0|0.0|0.0|1.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0
|-0.22244413811979064|0.9815043849490424||-0.31033651738718443|-0.3743545362982999||||1.5572799496315632||-1.606302493944974||-0.290873314969258||0.0|1.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|1.0|0
-0.2531405791587639|-0.22244413811979064||1.064502252660917|-2.080390127181134||0.4918486380814324|||-0.3663942829388748|-0.3046515305508827|||-0.313920745463138|0.5115427466400685|1.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|1.0|0.0|0.0|1.0|0.0|0.0|0.0|0
3.2625093895868096|-0.22244413811979064||-1.5541968429513655|0.588404740692503||-0.3367648638393947||-0.3202300327323466||-0.306720042186061|-0.3404131543765877|-0.25738378488117863||1.2949503462697463|0.0|1.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|1.0|0
||-0.3379253700084604||-0.3149169830867152|0.6581304455910176||||||||-0.3151418013833436||0.0|1.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|1.0|0
|||-0.35760539737982383|||||-0.3150556928722053|0.710426687396485|||-0.20328279440406608|-1.1156965890681156||0.0|1.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|1.0|0.0|0.0|0.0|1.0|0.0|0
|-0.22244413811979064|1.378800945188566||-0.33012682360074513|-0.8909415845063724|-0.34793001208471863||-0.3152167618172681|3.2133485513357165||||-0.3117838976027783|-1.0552724526192871|1.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|1.0|0
|-0.22244413811979064||-0.3539084104213124||||-0.3570372437927942|-0.31441141709195425|-0.3660179037112148||||-0.30522072203167333||1.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|1.0|0
-0.2261189976837777|||-0.3592485026947178||-0.35505932954713315||-0.3819031171112013||||0.7438887585066477|-0.23033328964262237|-0.29499437869995176|-1.0552724526192871|0.0|1.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|1.0|0
|-0.22244413811979064|||-0.3365125316642085|0.6959360342155755|-0.35231632032395305|-0.3806620798766165|||||-2.326746670630735||2.0783579458994237|0.0|1.0|0.0|0.0|0.0|1.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|1
|||-0.3415851205596075|-0.32309446155617144|-0.36627658267826774||1.1426095861660581|-0.3183978734822577|-0.3645123868005747||-1.2949523707569386|-0.23033328964262237|0.5975974989703148||0.0|1.0|0.0|0.0|0.0|0.0|1.0|1.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0
||-1.1130250728576254|||-0.3774746937392128|-0.3571013838576633||-1.068073144658769|-0.3517154930601335|-0.31618922878265515|-0.3359939913377898||||0.0|1.0|0.0|0.0|0.0|1.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0
-1.4188610852463268|-0.22244413811979064|-0.35296186305321975|0.5099542088841982|1.4270341224448195||-0.3555063626797599|||-0.3566084230197139||-0.3315748282989919|-0.23033328964262237|||0.0|1.0|0.0|0.0|0.0|0.0|1.0|1.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0
