num__CZAS_POSIADANIA|num__L_WIAD_POCZTA_G|num__DZIEN_MIN|num__DZIEN_L_POL|num__DZIEN_OPLATA|num__WIECZOR_MIN|num__WIECZ_L_POL|num__WIECZ_OPLATA|num__NOC_MIN|num__NOC_L_POL|num__NOC_OPLATA|num__MIEDZY_MIN|num__MIEDZY_L_POL|num__MIEDZY_OPLATA|num__L_POL_BIURO|cat__STAN_9|cat__STAN_MISSING|cat__KOD_OBSZARU_408.0|cat__KOD_OBSZARU_415.0|cat__KOD_OBSZARU_510.0|cat__KOD_OBSZARU_9.0|cat__KOD_OBSZARU_MISSING|cat__PLAN_MIEDZY_0.0|cat__PLAN_MIEDZY_9.0|cat__PLAN_MIEDZY_MISSING|cat__POCZTA_G_0.0|cat__POCZTA_G_1.0|cat__POCZTA_G_9.0|cat__POCZTA_G_MISSING|REZYGN
||||-0.49346795667661075|||1.935900977511077|-0.562856292694992||-0.5065636724257774|-1.145007033916962||||0.0|1.0|0.0|0.0|0.0|1.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|1.0|0
-0.48358470316010727|1.570664330536655|-0.5525324099977077|-0.5717503240456443|||1.954053065053786||0.17966539343008392||||0.03585655365106279|-0.526449338341622|-0.3899440275602383|0.0|1.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|1.0|0.0|0.0|1.0|0.0|0
-0.47623594955513465|-0.2599032258715115||||-0.5353947970189742||-0.5436148520959038|-0.5728249010103434|||0.8611140683987428||||0.0|1.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|1.0|1.0|0.0|0.0|0.0|0
|-0.2599032258715115||1.1587102202609514|||-0.57803883697454|||-0.538804831786039|-0.5123808742977042||||-0.37312146840587046|0.0|1.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|1.0|0.0|0.0|0.0|1.0|0
0.40879894293706764|-0.2599032258715115|||1.7292138900787408||-0.569608448738253||-0.5698743872215124|-0.5306262566053116|||-0.9446000346223947|||0.0|1.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|1.0|0
-0.48089016017161734||2.5249957967754892||||||-0.5678102417725358|-0.5313929980285048|-0.5115150582051384||||-0.40676658671460625|0.0|1.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|1.0|0.0|0.0|1.0|0.0|0
2.4542020296544464|-0.22610813252243764|||||0.06961334164845137|1.6430038026999148|-0.5667538849839419||-0.5104598448423238|-0.12445124058775166||-0.5412546447992869||0.0|1.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|1.0|0.0|1.0|0.0|0.0|0
1.290649375533782||1.6036134025101667|||-0.5376353212517766|-0.5765511214034305|0.7434972506148734|||||-1.4348283287591233||-0.40676658671460625|1.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|1.0|0.0|0.0|0.0|1.0|0
2.3562186482548113||||1.9706945294518594||1.3837620961284873||0.06249478412053273|0.013504573387460953||||0.4824392094920657|-0.3899440275602383|0.0|1.0|0.0|0.0|0.0|1.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|1.0|0
-0.4752561157411383||1.2192415302036999|-0.5814232438145933|||||-1.583357660636945|||-0.5357060665624711||0.7794318839422286|-0.40676658671460625|1.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|1.0|0.0|0.0|0.0|1.0|0
|-0.2599032258715115|||-0.5118938061231669||||-1.2263819182845301|||0.9194315423032692|-0.4151534769547276|2.481598853925252|-0.33947635009713467|1.0|0.0|0.0|0.0|0.0|1.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|1.0|1
|||||-0.044732368622153004||||||-0.5406047343704513||1.6216499159650788|-0.40676658671460625|0.0|1.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|1.0|1.0|0.0|0.0|0.0|0
|-0.2599032258715115|1.212303409764955|||||0.7672858536452215|-1.0208780257908354|||||-0.5324778463603118||0.0|1.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|1.0|0.0|0.0|0.0|1.0|0
