Czas_trwania_konta|Cel_kredytu|Kwota_kredytu|Czas_zatrudnienia|Plec_i_stan_cywilny|Czas_od_zamieszkania|Wiek|Liczba_kredytow_w_banku|Praca|Liczb_osob_na_utrzymaniu|Kredyt
|radio-tv|93520.0|9|single-male|4.0|||9||good
48.0||5951.0|four-years||2.0||9.0||9.0|bad
|9||seven-years|||||unskilled-resident|9.0|good
|9||seven-years|single-male|4.0|||||good
|new-car|389600.0|four-years|||2120.0|2.0|9||bad
-720.0|||9|9|9.0|35.0|1.0||2.0|good
||2835.0|over-seven|||53.0||skilled||good
36.0|9|6948.0||single-male||700.0|1.0||1.0|good
|9|||||61.0|1.0|unskilled-resident|1.0|good
30.0|new-car|5234.0|9|married-male|2.0|28.0||9|9.0|bad
|new-car||||||1.0|||bad
960.0||4308.0|one-year|9|4.0|24.0|9.0||9.0|bad
|radio-tv|1567.0||||22.0|1.0|||good
24.0|new-car|||single-male|4.0|60.0|2.0|||bad
15.0||112240.0|9|female-divorced||28.0|||1.0|good
|radio-tv||four-years|9||32.0||9|1.0|bad
24.0|radio-tv|2424.0|||4.0||2.0|9|1.0|good
30.0|9|8072.0|9|single-male|3.0|25.0||9|1.0|good
24.0|used-car|12579.0|over-seven||2.0|-880.0|1.0||1.0|bad
24.0||68600.0|9||9.0|31.0|9.0|||good
9.0|new-car|2134.0|||9.0|||skilled|9.0|good
6.0|radio-tv|2647.0|four-years|9|3.0|1760.0||skilled|2.0|good
|||one-year|||48.0|||9.0|good
12.0||||single-male|4.0|44.0|1.0|skilled|9.0|good
10.0|||||1.0||2.0|9|9.0|good
|||four-years|single-male|2.0|-720.0||unskilled-resident|1.0|good
-120.0||426.0|9|married-male|||1.0||1.0|good
|radio-tv|||female-divorced|3.0|||||good
7.0||2415.0|four-years|single-male|2.0|34.0|1.0|9|1.0|good
60.0|||over-seven||||9.0|skilled|1.0|bad
||-38260.0||9||720.0||||good
24.0|furniture|4020.0|four-years|9|2.0|1080.0|1.0|9|9.0|good
18.0|new-car|117320.0|four-years|||30.0||skilled|1.0|good
12.0|9||over-seven|9||57.0|1.0||9.0|good
