Czas_trwania_konta|Cel_kredytu|Kwota_kredytu|Czas_zatrudnienia|Plec_i_stan_cywilny|Czas_od_zamieszkania|Wiek|Liczba_kredytow_w_banku|Praca|Liczb_osob_na_utrzymaniu|Kredyt
|||||9.0|||||good
48.0|9|||9|9.0|||skilled||bad
|9|2096.0||||||||good
4200.0|9|||9||||9||good
24.0||4870.0||9|9.0||2.0|9||bad
||226375.0||single-male||3500.0|9.0|9||good
24.0|furniture|||||||9||good
|used-car||four-years||||||9.0|good
|9|3059.0||male-divorced||||9||good
1500.0||||9||28.0||9||bad
||1295.0|||9.0|-625.0|||1.0|bad
-1200.0||107700.0|||4.0||1.0||1.0|bad
12.0|9|||9|||9.0|9||good
|||||4.0|||9|1.0|bad
375.0||1403.0|four-years||4.0||||1.0|good
1200.0||1282.0|four-years|female-divorced||32.0|1.0|9||bad
|9||||4.0|53.0|||9.0|good
||-201800.0|||3.0|-625.0||9|1.0|good
24.0|9||over-seven||9.0|||||bad
|9||||2.0|3100.0||||good
|9|53350.0||9|9.0|48.0|9.0||9.0|good
||-66175.0||||-1100.0|9.0|9||good
||||||2400.0|9.0||2.0|good
300.0|||9||9.0||||9.0|good
||||9|9.0|||skilled||good
|furniture|||single-male||1800.0||||good
||||||||unskilled-resident|9.0|good
12.0||||9|3.0||||9.0|good
350.0|radio-tv|||9|||9.0|||good
||683600.0|||||9.0||9.0|bad
18.0|business|95650.0|9||9.0|36.0||||good
600.0|||9|9|9.0|||skilled||good
||293300.0||9|||||9.0|good
||1264.0||single-male|9.0|57.0|9.0|unskilled-resident|9.0|good
||147400.0|||9.0|33.0|1.0|||good
||||9|||||9.0|bad
||152750.0||single-male|||9.0|9||good
|9|||9||37.0|||1.0|bad
||30625.0|9||||1.0|skilled|9.0|good
-225.0|||9||9.0||9.0|||good
30.0||2333.0|9||||||1.0|good
12.0||||male-divorced|9.0|||||good
18.0|9||9||||||9.0|good
|||||||9.0||1.0|good
48.0|9|6143.0|||9.0||||9.0|bad
275.0|||9|||||management||good
|||9||4.0||9.0||9.0|good
||67600.0|9|||||||good
|||||4.0|||||good
|radio-tv|51825.0||||700.0|9.0|9||good
|9|233300.0|one-year|||725.0||||good
||298250.0||9|9.0||9.0||9.0|good
12.0||63100.0|four-years||2.0|-625.0|9.0|9|9.0|good
18.0||-84450.0|9||9.0|3100.0|1.0|skilled|9.0|good
||||single-male|4.0|-1425.0||skilled||bad
150.0||||single-male|2.0|||||good
-300.0|9||unemployed|single-male|9.0|52.0|9.0|||bad
|||||2.0|1550.0|2.0|9|9.0|good
|9|||9||-575.0|1.0||9.0|good
-900.0|9||||||9.0|||bad
9.0|business||four-years|married-male||1350.0||skilled||good
|||over-seven|||||9|9.0|good
3600.0|||||9.0|6100.0|9.0|management|9.0|bad
2400.0|||||9.0||1.0|||bad
24.0|9||one-year|||26.0||||good
2700.0|repairs|259500.0||9||4800.0|9.0|9|2.0|good
|||||2.0|||9|1.0|good
||100700.0|9||9.0|||9||good
|9||||||9.0|||bad
36.0|radio-tv||||||9.0|skilled||good
||8133.0|9|9||30.0|1.0|9|9.0|good
||||9|||||9.0|good
8.0|||||9.0|5100.0||management|2.0|good
1050.0|9|5954.0||||41.0|||1.0|good
-900.0|||over-seven||4.0|4000.0||9|9.0|bad
||||||66.0|2.0|||good
