Czas_trwania_konta|Cel_kredytu|Kwota_kredytu|Czas_zatrudnienia|Plec_i_stan_cywilny|Czas_od_zamieszkania|Wiek|Liczba_kredytow_w_banku|Praca|Liczb_osob_na_utrzymaniu|Kredyt
6.0|radio-tv||over-seven|9||1340.0|2.0|skilled|1.0|good
3840.0||5951.0|four-years|female-divorced|2.0|-440.0|9.0|skilled|1.0|bad
12.0||2096.0||single-male|3.0|49.0|1.0|unskilled-resident|2.0|good
42.0||7882.0|seven-years||9.0|1800.0||skilled|2.0|good
24.0|new-car|4870.0|four-years|single-male|||2.0|skilled|2.0|bad
-720.0|education|||single-male|4.0|35.0|1.0|unskilled-resident|2.0|good
24.0|||9|single-male|4.0|53.0||skilled|1.0|good
1440.0|||four-years||2.0|2800.0|9.0|management||good
12.0|9|3059.0|9|male-divorced|9.0||1.0||1.0|good
|||unemployed|9|9.0|28.0|2.0|management||bad
|||9||9.0||1.0|skilled||bad
48.0|9|4308.0|one-year|9|4.0|24.0|1.0|skilled||bad
|radio-tv||9|9|1.0|22.0|1.0||1.0|good
|9||over-seven|single-male|4.0|60.0|2.0|unskilled-resident||bad
15.0||1403.0|four-years||9.0||1.0|skilled||good
24.0|9||four-years|female-divorced|2.0|-640.0|9.0|unskilled-resident|9.0|bad
480.0|radio-tv|2424.0|over-seven|9||53.0|9.0|skilled|9.0|good
-600.0|business|8072.0|one-year|single-male|3.0||9.0|skilled|1.0|good
24.0|9|1006320.0|over-seven|9|2.0|3520.0|1.0|9|1.0|bad
|radio-tv|3430.0|over-seven|single-male|2.0|31.0|9.0|9||good
9.0|new-car|2134.0|9||4.0|48.0|9.0|skilled||good
6.0|radio-tv|2647.0|9|9|3.0||1.0|skilled|9.0|good
|new-car|||single-male|9.0|48.0||unskilled-resident|9.0|good
12.0|used-car|1804.0|9|single-male|||||1.0|good
10.0||165520.0|||1.0|-520.0|2.0||9.0|good
|furniture|1374.0||single-male|2.0|36.0|1.0|unskilled-resident|9.0|good
6.0|radio-tv|426.0|9|married-male|4.0|||unskilled-resident|1.0|good
|||four-years|female-divorced|3.0|42.0||skilled|9.0|good
|||||2.0|34.0|1.0|9|1.0|good
2400.0|||9|9||5040.0|2.0||1.0|bad
1440.0||76520.0|one-year||||9.0|skilled||good
24.0|furniture|4020.0|||2.0|1080.0||skilled|1.0|good
18.0||5866.0||single-male|2.0|30.0|2.0|skilled|9.0|good
480.0||1264.0|over-seven||4.0|||unskilled-resident|1.0|good
12.0|9|1474.0|one-year||9.0|33.0|||1.0|good
45.0|9|||single-male|2.0|25.0|2.0||1.0|bad
|education|122200.0||single-male||31.0|1.0|skilled||good
18.0|9|2100.0|9|single-male|2.0|37.0||skilled|9.0|bad
10.0|||four-years|single-male|||1.0|skilled|1.0|good
|9||||9.0||1.0||1.0|good
30.0||93320.0|9|9||30.0||||good
||1158.0||9||26.0|1.0|skilled|1.0|good
|repairs|||single-male|9.0||1.0|||good
30.0||6187.0|seven-years|married-male|4.0|24.0|2.0|skilled|1.0|good
|used-car|6143.0|over-seven||4.0|58.0|2.0|||bad
||55720.0|one-year|9||35.0|9.0|management||good
36.0|radio-tv|2299.0|over-seven||4.0||1.0|||good
|used-car|1352.0|||2.0|23.0||||good
11.0|new-car|7228.0||single-male|9.0|39.0|||1.0|good
|9|-41460.0|9||2.0|28.0|1.0|9||good
24.0|9|2333.0||single-male||29.0|1.0||1.0|good
27.0|used-car||||2.0|30.0|||9.0|good
||1262.0|four-years|single-male|2.0|25.0|||1.0|good
|9|3378.0|||1.0|31.0||skilled|1.0|good
36.0|new-car||over-seven|single-male|||2.0|skilled||bad
6.0|9|783.0|||2.0|26.0|1.0|unskilled-resident|2.0|good
12.0|radio-tv||unemployed|single-male|1.0|52.0|9.0||1.0|bad
36.0|9||four-years|female-divorced|2.0||2.0|skilled||good
18.0|new-car|1961.0|over-seven|female-divorced|||1.0|management|1.0|good
|furniture|6229.0|one-year|female-divorced|9.0|1840.0|2.0|unskilled-resident|1.0|bad
|business|1391.0|four-years||||1.0|9|1.0|good
15.0|9||9||4.0||2.0|skilled|1.0|good
36.0||1953.0||single-male||61.0|1.0|9|1.0|bad
48.0||14421.0|four-years|9||25.0||skilled|1.0|bad
|radio-tv||one-year|female-divorced|4.0|26.0|1.0||9.0|good
27.0|repairs|5190.0|over-seven|9|9.0|48.0|4.0||2.0|good
240.0|radio-tv|2171.0|9|female-divorced|2.0|580.0|1.0|skilled||good
12.0|new-car||four-years||9.0|22.0|1.0|skilled||good
36.0|9|1819.0|four-years||9.0|37.0|9.0|||bad
36.0|radio-tv|2394.0||9||25.0|||1.0|good
36.0|used-car||four-years||2.0|30.0|9.0||9.0|good
7.0|9|730.0||9|9.0||2.0|unskilled-resident|9.0|good
-160.0|others|1164.0|over-seven||||9.0||2.0|good
|||seven-years|female-divorced||41.0|2.0|unskilled-resident|1.0|good
|||over-seven|single-male|4.0|40.0|||1.0|bad
12.0|used-car|61040.0|||4.0|66.0|||1.0|good
|9|3965.0||single-male|3.0|34.0|9.0||9.0|bad
-220.0||4771.0|seven-years|single-male|4.0||||1.0|good
54.0||9436.0|four-years|single-male|2.0||1.0|9|9.0|good
600.0|9|3832.0|one-year|married-male|1.0|1760.0|1.0|9||good
|radio-tv||one-year|female-divorced|1.0||2.0|skilled||bad
|radio-tv|1213.0|over-seven|single-male|3.0||1.0|skilled|1.0|good
18.0|business|1568.0|four-years|female-divorced|4.0||1.0|unskilled-resident|1.0|good
|||9|female-divorced|4.0|||||good
10.0|radio-tv|2315.0|||4.0||1.0|9|9.0|good
240.0||1412.0|four-years|female-divorced|9.0|-580.0|2.0|9||good
18.0|9|25900.0||9|1.0||2.0|skilled|9.0|good
36.0|education||four-years||4.0||||2.0|bad
18.0|new-car|||||30.0||management|9.0|good
12.0|repairs||seven-years||3.0|28.0|2.0|skilled|1.0|bad
12.0|radio-tv|-12360.0|over-seven|single-male|9.0|4480.0||9|1.0|good
-240.0|used-car|28180.0|9|single-male|3.0|-1080.0|1.0||9.0|good
480.0|radio-tv|797.0||female-divorced|3.0|1320.0|1.0|||bad
|||over-seven||9.0||9.0||1.0|good
12.0|new-car||over-seven|single-male|||1.0|||good
|business|15945.0||single-male||58.0|1.0|skilled|1.0|bad
12.0|education|2012.0|seven-years||2.0|61.0|1.0|skilled|9.0|good
18.0|||four-years|single-male|||1.0|||good
2880.0||2337.0|over-seven|9|4.0|36.0|1.0|skilled|9.0|good
|used-car|7057.0|seven-years|single-male|4.0|36.0|9.0|9|2.0|good
24.0|9|1469.0|over-seven|married-male|4.0|41.0||||good
||2323.0|seven-years|single-male|9.0|||skilled||good
6.0|radio-tv|932.0||female-divorced||24.0|1.0||1.0|good
9.0|9|1919.0|seven-years||3.0|35.0|1.0||1.0|good
12.0|used-car|195600.0|one-year|||26.0||||good
24.0|others|11938.0||9|3.0||2.0|9|2.0|bad
|new-car|6458.0|||9.0||9.0|||bad
||6078.0|9||2.0||1.0|skilled|9.0|good
|9|7721.0|one-year|female-divorced|2.0|600.0||skilled|1.0|good
14.0|business|1410.0|9|married-male||35.0|9.0|9|1.0|good
6.0||28980.0|over-seven||2.0|31.0|||2.0|good
15.0|education|392.0|one-year|female-divorced|4.0|23.0|9.0|skilled|1.0|good
-360.0|new-car||seven-years|single-male|3.0|28.0|1.0|unskilled-resident|1.0|good
36.0|new-car|7855.0|||||9.0|skilled|1.0|bad
12.0|radio-tv||over-seven|married-male||2800.0|1.0||9.0|good
48.0|radio-tv|-71560.0||single-male||47.0||skilled|1.0|good
42.0|9|7174.0|9||3.0||1.0|management||bad
10.0|furniture|2132.0|one-year|female-divorced|3.0|27.0|2.0||9.0|good
33.0|furniture|-85620.0|9|female-divorced|9.0|23.0|2.0|skilled|1.0|bad
480.0|new-car|47320.0||male-divorced|3.0|36.0|1.0|9|1.0|good
21.0|9||four-years|female-divorced|2.0|25.0|2.0|skilled|1.0|bad
|used-car|-77360.0|over-seven||2.0|41.0|9.0|management||good
|furniture|1768.0||single-male|2.0|24.0||unskilled-resident|1.0|good
-200.0||781.0|over-seven|single-male|4.0|63.0|2.0|skilled||good
360.0||153920.0|one-year|female-divorced|3.0|2160.0|1.0|skilled||bad
12.0||42420.0|four-years|single-male||30.0|2.0|skilled|1.0|good
|||four-years|9||40.0||9|1.0|good
||||9||30.0|9.0||1.0|bad
12.0|used-car||unemployed|single-male|2.0|680.0||9||good
-240.0||3499.0|four-years|9|2.0||2.0|skilled||bad
|9||seven-years|female-divorced|9.0|-480.0|9.0|skilled||good
|9|550960.0|9|single-male|3.0|29.0|1.0|9|1.0|bad
||2708.0||single-male|3.0|27.0|9.0|9|1.0|good
18.0|furniture||9|single-male|4.0|-940.0||skilled|1.0|good
60.0||10144.0|seven-years|||21.0||skilled|9.0|good
|||||9.0|||skilled|1.0|good
|9|8613.0|four-years||2.0||9.0|skilled|9.0|good
12.0|radio-tv||9|single-male|3.0|66.0|9.0|unskilled-resident||bad
|radio-tv|||single-male|9.0|35.0|3.0|skilled|1.0|good
|9|37620.0|9|female-divorced|2.0|44.0|1.0|||good
240.0||709.0|9||2.0|||||good
-720.0||4795.0|||9.0||||1.0|good
27.0|9|68320.0|four-years|single-male||27.0|1.0|9|9.0|good
||98480.0||single-male|2.0|22.0|1.0|skilled|9.0|bad
21.0|furniture|45760.0|9|female-divorced|4.0||1.0|||good
48.0|business|3566.0||||30.0|1.0|skilled|1.0|good
|new-car|860.0|over-seven||9.0|39.0|2.0|skilled|1.0|good
|new-car|-13640.0|seven-years|female-divorced||51.0|2.0|9||good
|furniture||||9.0||9.0|skilled|1.0|good
720.0|radio-tv||over-seven|9||46.0||skilled|1.0|good
||26920.0|over-seven|single-male|4.0||1.0|skilled||good
10.0|radio-tv|1924.0|four-years|single-male||38.0||skilled||good
|9||four-years|single-male||960.0|1.0||1.0|good
480.0|9|7758.0|over-seven||4.0|580.0||9|1.0|good
960.0|business|6967.0|seven-years|9|||1.0|management||good
|furniture|1282.0||female-divorced|9.0||1.0|skilled||bad
9.0|9|1288.0|||||2.0|skilled||good
12.0|retraining|339.0|9|married-male|9.0|45.0|1.0|9||good
480.0|9|3512.0|seven-years|single-male|9.0|||skilled|1.0|good
480.0||1898.0|9|||2720.0|9.0|unskilled-resident|9.0|good
1920.0|radio-tv|2872.0|9|single-male|9.0|||skilled|2.0|good
18.0|9|1055.0|one-year|9|1.0|600.0|2.0|skilled|1.0|good
15.0||50480.0||9||36.0|2.0|||good
10.0|new-car|7308.0||single-male||70.0|1.0|management|1.0|good
36.0|new-car|909.0|9|single-male|9.0|36.0||9|9.0|good
120.0|furniture||four-years|9|2.0||1.0||1.0|good
18.0|furniture|1131.0||||-660.0|1.0||1.0|bad
|furniture|1577.0|||1.0|20.0|||1.0|good
24.0||3972.0||9|4.0|25.0|9.0|skilled|1.0|good
24.0|business|38700.0|over-seven||4.0||2.0|9||bad
15.0|9|950.0|over-seven|single-male|3.0|-660.0|2.0|skilled|2.0|bad
|9|763.0|four-years|female-divorced||26.0|1.0|skilled|1.0|good
24.0|furniture|-41280.0|unemployed|female-divorced|2.0|680.0||management|1.0|bad
8.0|||four-years|single-male|2.0|33.0|1.0||1.0|good
21.0||||single-male|9.0|520.0|2.0|skilled||bad
2400.0|used-car|7485.0|unemployed|9|1.0|53.0|1.0|management|1.0|bad
480.0|9|2577.0|9|male-divorced|1.0|42.0|9.0|skilled|1.0|good
|radio-tv|338.0|over-seven|single-male||52.0||skilled||good
12.0|radio-tv|1963.0|9|single-male|2.0|31.0||||good
21.0||571.0|over-seven||4.0||2.0||9.0|good
|business|9572.0|one-year||9.0||9.0|skilled|9.0|bad
36.0|||||2.0|30.0|2.0|management|1.0|bad
|new-car|1647.0|||||2.0|||bad
|furniture|3777.0||single-male|4.0|50.0||9|1.0|good
|new-car|884.0|over-seven||4.0||1.0|skilled|9.0|bad
|9|||9|9.0||9.0|skilled|9.0|good
-180.0|used-car|5129.0|over-seven||4.0|74.0|9.0|9||bad
16.0|new-car|1175.0|unemployed|||68.0|3.0|unemployed-non-resident||good
12.0|radio-tv|674.0|seven-years|married-male|1.0|1600.0|||1.0|bad
18.0|9|-64880.0|four-years||4.0|33.0|2.0|skilled|1.0|good
-480.0|9||four-years|single-male|3.0|54.0|3.0||1.0|bad
48.0|business|307520.0|seven-years|||680.0||||bad
|business|3915.0|four-years|9||36.0||||bad
6.0|9|2108.0|9|married-male|2.0|||9|1.0|good
3600.0|radio-tv||four-years||4.0||9.0||9.0|bad
180.0||60040.0||||2720.0||management||bad
6.0||||female-divorced|1.0|-560.0|2.0|skilled||good
-240.0|furniture|951.0|one-year|female-divorced|4.0|540.0|||1.0|bad
24.0|9||9|single-male|4.0|36.0||skilled|1.0|good
18.0|furniture|343760.0||male-divorced|||1.0|management|1.0|bad
|education|936.0|over-seven|9|2.0|1040.0|9.0|9||good
12.0|||9|married-male|3.0|-540.0|1.0||1.0|good
-540.0|business|5117.0||9|4.0||9.0|skilled|1.0|good
12.0|retraining|902.0|seven-years|married-male|4.0|||skilled|1.0|bad
12.0||1495.0|over-seven|single-male|1.0|1520.0|9.0|unskilled-resident||good
30.0|used-car|10623.0|over-seven|single-male|4.0|38.0|||2.0|good
480.0|9|1935.0||||||skilled||good
12.0||1424.0|seven-years||9.0|26.0|||1.0|good
24.0|business|||9|2.0|21.0||||good
12.0||1413.0||single-male|9.0|||skilled||good
|radio-tv||four-years|single-male|2.0||2.0||2.0|good
|radio-tv|3835.0||female-divorced|4.0|45.0|1.0|unskilled-resident||good
||105860.0|unemployed||4.0|50.0|2.0|9||bad
30.0|business|1908.0||9|9.0|66.0|1.0|management|1.0|bad
|radio-tv||over-seven||2.0|51.0||9||good
|9|932.0|seven-years|female-divorced|3.0|39.0|9.0|unskilled-resident|1.0|good
18.0|business||seven-years|single-male|1.0|||skilled|1.0|good
|radio-tv|3913.0|four-years|single-male||23.0|1.0||1.0|good
24.0|furniture|3021.0|9|male-divorced|2.0|1920.0||unskilled-resident||good
10.0|9||four-years|female-divorced|9.0|64.0||skilled|1.0|good
|radio-tv|625.0|one-year|married-male|1.0|26.0|1.0|9|9.0|good
|education|1200.0||female-divorced|4.0||9.0|skilled|1.0|good
12.0|radio-tv||9|single-male||30.0|2.0|9|1.0|good
|business||four-years|single-male||32.0||skilled||good
15.0|used-car||9|9|2.0|2400.0||skilled|1.0|good
