Czas_trwania_konta|Cel_kredytu|Kwota_kredytu|Czas_zatrudnienia|Plec_i_stan_cywilny|Czas_od_zamieszkania|Wiek|Liczba_kredytow_w_banku|Praca|Liczb_osob_na_utrzymaniu|Kredyt
-150.0|||over-seven|9||||||good
|9|5951.0||female-divorced||550.0|9.0||9.0|bad
||2096.0|9|||||unskilled-resident||good
1050.0|9||||||9.0|||good
||243500.0|||||9.0|||bad
|||9|9||35.0|9.0|||good
600.0||70875.0|9|||||||good
|9|173700.0||||||management||good
||3059.0||9||61.0||||good
||261700.0||9|||||9.0|bad
|||one-year|female-divorced|9.0||1.0|||bad
||215400.0|||||9.0|||bad
||-39175.0||9|9.0||1.0||1.0|good
|new-car||over-seven|single-male|||||1.0|bad
375.0||-35075.0|four-years|9|9.0|28.0|1.0||1.0|good
|||four-years|||32.0||9||bad
||121200.0||9|||9.0|9||good
|||one-year||9.0|25.0||skilled||good
2400.0||314475.0|over-seven||||1.0|9||bad
2400.0||171500.0|||9.0|1550.0||9||good
|9|53350.0|||9.0|1200.0||9|9.0|good
|9|||||4400.0||||good
|new-car|56025.0|9|9|||2.0|9||good
|used-car||||||1.0||1.0|good
|||9||9.0||2.0|||good
-150.0||68700.0|four-years|||3600.0|1.0|||good
|9||9||||9.0|9|1.0|good
600.0||409.0|four-years|9|||2.0|||good
700.0||||single-male||-850.0|9.0|||good
1500.0|business|683600.0|||4.0|63.0||||bad
|9|||||-900.0||skilled||good
600.0|||four-years||||1.0|skilled||good
||||9||750.0|9.0||9.0|good
|||||9.0|||unskilled-resident|1.0|good
||||female-divorced|1.0||1.0||1.0|good
|||one-year|9||||||bad
|9|611000.0||||-775.0|1.0|||good
|||four-years|||3700.0||||bad
|||||||||9.0|good
9.0|||four-years|||24.0|9.0||1.0|good
30.0|9||9|||30.0||9||good
|||9|||26.0||9||good
||||||||||good
|||9||||2.0|9||good
||||female-divorced|4.0|1450.0||unskilled-resident|9.0|bad
||139300.0|9|female-divorced|||||9.0|good
3600.0||||9|4.0|39.0||9|1.0|good
||1352.0|||2.0|2300.0|||9.0|good
|new-car|||||3900.0|9.0|||good
|9||four-years||9.0|1400.0|||1.0|good
2400.0|9|58325.0|9|||29.0||||good
27.0|9||||||2.0||1.0|good
|||9||9.0|||skilled||good
1800.0|||four-years|single-male|1.0|31.0||||good
36.0|new-car|55625.0|over-seven|single-male|||||9.0|bad
300.0|||||||9.0|unskilled-resident||good
|9||9|||2600.0||||bad
36.0|9|239150.0|||2.0|31.0|9.0|skilled|9.0|good
-450.0||49025.0|9|||23.0|1.0|||good
||6229.0||female-divorced|4.0||2.0||1.0|bad
|9||||9.0|675.0|1.0|skilled|9.0|good
|||9||||9.0|||good
|9|1953.0|||9.0||9.0|9|9.0|bad
|9|1442100.0|four-years||9.0|||skilled|1.0|bad
-600.0|||9|female-divorced|||9.0|9||good
||||9|9.0|2400.0||||good
1200.0||2171.0|||9.0||9.0||9.0|good
||-25175.0||married-male||22.0||||good
|||9|||||skilled||bad
36.0|9||9|9|||1.0|9||good
|||9|9||3000.0||skilled|9.0|good
|9|73000.0|||9.0||9.0|unskilled-resident|9.0|good
|||||||9.0|||good
||595400.0|||9.0|-1025.0||unskilled-resident||good
|9|49425.0|||||9.0||1.0|bad
|9|||||66.0||||good
||3965.0||||1700.0|1.0|9||bad
|9|238550.0||||51.0|9.0|skilled||good
54.0|9||four-years||2.0|||unskilled-resident||good
750.0||3832.0|one-year||1.0||||9.0|good
||5943.0|9|||4400.0||skilled|9.0|bad
||30325.0|9||3.0|||||good
||1568.0|||||9.0|9||good
600.0|9|-43875.0|||9.0|58.0||||good
|radio-tv|2315.0||9||5200.0|||1.0|good
12.0|||9|9||||9||good
||||female-divorced||2700.0|||9.0|good
36.0|9|||||47.0||||bad
900.0|new-car|2249.0|||3.0||||2.0|good
12.0||||||||||bad
|||over-seven|single-male|9.0|||||good
12.0|||||||9.0|skilled|9.0|good
||||female-divorced|||1.0|||bad
600.0||||single-male|9.0|20.0||9|9.0|good
12.0||||||||skilled||good
|9|15945.0|||||9.0||1.0|bad
-300.0||100600.0|seven-years|||61.0|9.0|9|9.0|good
||262200.0||9|9.0|1700.0||9||good
|radio-tv||over-seven|||36.0||9||good
2000.0|9|||single-male||||||good
||||married-male|4.0||9.0|unskilled-resident|1.0|good
1800.0|9|116150.0|||9.0|||skilled|1.0|good
|radio-tv|||||||skilled||good
9.0||47975.0|||3.0||1.0||1.0|good
||244500.0|one-year|9|9.0|26.0|9.0|9|9.0|good
|9||||3.0|39.0|||2.0|bad
1800.0|new-car|6458.0||9|4.0||9.0|||bad
||||9|9.0||||9.0|good
600.0||||female-divorced|||||9.0|good
14.0|business|-35250.0||||35.0||9||good
6.0||144900.0|9|9|||9.0|9|9.0|good
375.0||-9800.0|9|female-divorced|4.0|575.0|9.0|skilled||good
|9|||9||||||good
||7855.0|9||9.0|-625.0|9.0|9|9.0|bad
|9||9|married-male|9.0|35.0|9.0||9.0|good
||||single-male|9.0|1175.0||9||good
||||9|9.0|30.0|9.0||9.0|bad
||-53300.0||female-divorced|9.0|||||good
33.0||||9|||||9.0|bad
1200.0|9||seven-years|male-divorced|||9.0|management||good
||-45875.0|9||||9.0||1.0|bad
|||over-seven|9|2.0|41.0||||good
||88400.0||single-male||||||good
250.0|||||9.0||9.0|9|9.0|good
||-48100.0||||||9||bad
||2121.0||9|||||1.0|good
-300.0|||||9.0|1000.0||9||good
12.0||||||-750.0|9.0||9.0|bad
||46500.0|unemployed|single-male||1700.0|2.0|9|1.0|good
-300.0||349900.0||female-divorced||||9||bad
48.0|9|||9|2.0|-600.0|1.0|||good
36.0||688700.0||single-male|3.0|29.0|9.0|skilled|9.0|bad
1500.0||67700.0|9|||27.0|||1.0|good
-450.0||||||-1175.0||9||good
|9||||||||1.0|good
|||9|9|2.0|-950.0||||good
|used-car|430650.0|9|||||9||good
600.0|||9|||66.0|9.0|unskilled-resident||bad
|radio-tv||9|9||||9||good
|radio-tv|47025.0||||44.0|9.0||9.0|good
300.0||17725.0||||27.0|9.0|||good
|||9|||30.0|9.0||9.0|good
2700.0|9|3416.0||9|9.0||9.0|||good
18.0|||||9.0|2200.0|||1.0|bad
1050.0|||||||1.0|9||good
|9|||||30.0|||1.0|good
6.0|||9|||1950.0|2.0|||good
12.0||17050.0||female-divorced|||2.0|||good
|9||9|||2800.0|2.0|||good
||1582.0|||||9.0|||good
|||||4.0||1.0||9.0|good
||1924.0|||9.0|38.0|||1.0|good
|radio-tv|||||||skilled|9.0|good
1200.0||||||-725.0|9.0|9|9.0|good
||||9|4.0|||||good
-300.0|||four-years||4.0||1.0|9|1.0|bad
450.0|repairs||||||9.0||2.0|good
|9|||9||4500.0|||1.0|good
600.0||||9||||9|1.0|good
600.0||1898.0||9||34.0|||9.0|good
-600.0||||||||||good
|new-car||9||||9.0||1.0|good
375.0|||9|||||9||good
|9||9|||-1750.0|9.0||9.0|good
36.0|||||||1.0|9||good
|9|148900.0|||9.0||9.0||1.0|good
18.0||113100.0|||2.0||9.0|||bad
11.0|9||||||9.0|||good
-600.0|9||9||4.0|2500.0||9|1.0|good
||1935.0|9|||-775.0|9.0||9.0|bad
||47500.0|9|||||9|2.0|bad
||38150.0|||||1.0|||good
||||||34.0|9.0|management||bad
|9|||9|9.0||||1.0|good
1050.0|9|341400.0|||9.0|||||bad
||374250.0|9|||||||bad
|||four-years||9.0|42.0||||good
-150.0|radio-tv|||single-male||||||good
12.0||196300.0|seven-years|||||management||good
21.0||14275.0|9|single-male|9.0|65.0||9||good
|||one-year||1.0|||||bad
3600.0||||||1500.0||9|9.0|bad
|||four-years||9.0||||9.0|bad
24.0|9|||9||5000.0|1.0|||good
18.0|||over-seven|||||||bad
|||||9.0||9.0|||good
||||||||management||bad
|9||9|single-male|9.0|1700.0|||9.0|good
12.0|radio-tv|||married-male|9.0||9.0|||bad
450.0||||||||||good
||459100.0||||||9|1.0|bad
48.0|||||4.0||||9.0|bad
||||9|||9.0|||bad
|||9|||||9||good
||3031.0|four-years|9||||9|9.0|bad
9.0|||over-seven||||||1.0|bad
||1382.0|||1.0|700.0|9.0|||good
12.0|9|||||1350.0|||9.0|bad
||-69000.0|over-seven|9|4.0|||||good
|9|214850.0||male-divorced||||||bad
|education|-23400.0|9||9.0|1300.0||||good
|9|1168.0|||9.0|1350.0|1.0|||good
1350.0||5117.0||||2600.0|2.0||9.0|good
||||married-male||1050.0|1.0|||bad
-300.0|9||over-seven|9|||9.0||9.0|good
|used-car|10623.0|over-seven||9.0|||||good
12.0|furniture|||single-male|4.0|||||good
|9|71200.0||||-650.0|1.0|9|9.0|good
|business||||9.0||9.0|||good
300.0||-35325.0|seven-years|||2750.0|1.0|||good
225.0|||four-years|single-male|2.0||2.0|||good
36.0|||||9.0|2250.0||9|1.0|good
|9|||9||5000.0|9.0|9||bad
-750.0|||||9.0|1650.0||||bad
|9|||9|||1.0|||good
|retraining|||female-divorced|9.0|39.0||9||good
900.0||155200.0|||1.0||1.0||1.0|good
36.0|radio-tv|||||-575.0|9.0|9||good
|||||9.0||||1.0|good
10.0||136400.0|9||||||9.0|good
12.0||-15625.0|one-year|9||26.0||||good
||120000.0||female-divorced|9.0|23.0||||good
|radio-tv||||||2.0||9.0|good
||2978.0|four-years||||||9.0|good
15.0|9||four-years|9|9.0|3000.0||||good
-900.0|||9||||9.0||1.0|good
||||9||||9|9.0|bad
||7865.0|||4.0|||||bad
450.0|9|1478.0|seven-years|single-male|9.0|550.0|9.0|||bad
|furniture|||single-male|||1.0||9.0|good
36.0|||||||9.0||9.0|bad
|new-car|||||2550.0||9||good
12.0|radio-tv||9||1.0|||||good
||43300.0|9|||||||good
||38600.0|9||9.0|42.0|9.0|unskilled-resident|9.0|good
||91150.0|9||9.0||9.0|9||bad
|new-car|||9|9.0||||9.0|bad
1050.0|9|2767.0||male-divorced||||||bad
|9|129100.0||female-divorced||-875.0||||good
30.0|radio-tv||||3.0||9.0|||good
||915.0||||||||bad
6.0||1595.0|9|9||51.0||||good
2400.0||||||2400.0|||9.0|bad
12.0|business||9|female-divorced|||||1.0|good
||-86175.0|four-years|9|||||9.0|good
600.0|9|-31450.0|||||1.0||1.0|good
12.0|radio-tv||over-seven||9.0|-1300.0|9.0||1.0|good
150.0|||9||||||1.0|good
