Czas_trwania_konta|Cel_kredytu|Kwota_kredytu|Czas_zatrudnienia|Plec_i_stan_cywilny|Czas_od_zamieszkania|Wiek|Liczba_kredytow_w_banku|Praca|Liczb_osob_na_utrzymaniu|Kredyt
6.0|radio-tv||over-seven|single-male||1675.0|2.0|skilled|1.0|good
48.0|radio-tv|-148775.0|four-years|female-divorced|2.0|22.0|1.0||9.0|bad
12.0||-52400.0|seven-years|||49.0|1.0|unskilled-resident|9.0|good
|9|||single-male|4.0|45.0|1.0|skilled|9.0|good
1200.0|new-car|4870.0|four-years|single-male|9.0|53.0||skilled|2.0|bad
36.0||9055.0|four-years|single-male|4.0|35.0|1.0|unskilled-resident|2.0|good
24.0||2835.0|over-seven|single-male|4.0|53.0|1.0|skilled||good
36.0|used-car|347400.0|four-years|9|2.0|1750.0|1.0|9|1.0|good
||3059.0||male-divorced|4.0|61.0|1.0|||good
30.0|new-car|5234.0|unemployed|married-male|9.0|28.0||9|1.0|bad
12.0|new-car|64750.0|one-year|9|1.0||1.0|skilled|1.0|bad
48.0|business|4308.0|one-year|9|9.0|2400.0|1.0|skilled|1.0|bad
12.0|radio-tv|1567.0||female-divorced|1.0|22.0||9||good
24.0||1199.0|over-seven|single-male||60.0|2.0|unskilled-resident|1.0|bad
750.0|new-car|1403.0||female-divorced|4.0|28.0|1.0|skilled||good
-600.0|||four-years|female-divorced|2.0|32.0|1.0|unskilled-resident|1.0|bad
24.0|radio-tv|2424.0|over-seven|single-male|4.0|||skilled||good
|business|201800.0|one-year|9|9.0|25.0|9.0|9|1.0|good
||12579.0|over-seven||2.0|44.0||management|1.0|bad
24.0|radio-tv|3430.0|9|single-male|2.0|-775.0|1.0|||good
9.0|new-car|2134.0|four-years|single-male|4.0|48.0|3.0|skilled|1.0|good
6.0|9|2647.0|four-years|single-male|3.0|44.0||skilled|2.0|good
10.0|new-car|112050.0|9||3.0|4800.0||9|2.0|good
12.0|||one-year||9.0||9.0|skilled|9.0|good
|furniture||four-years|married-male|1.0||2.0|skilled||good
6.0|furniture|1374.0|9||9.0|36.0||unskilled-resident|9.0|good
6.0|9|426.0|over-seven|married-male|4.0||1.0|unskilled-resident|1.0|good
600.0|radio-tv|409.0|four-years|female-divorced|3.0|-1050.0||skilled|1.0|good
7.0|radio-tv|2415.0||single-male||34.0|1.0||1.0|good
3000.0||341800.0|over-seven|single-male|4.0|63.0|2.0|9|1.0|bad
18.0||47825.0|one-year||3.0|36.0|1.0|skilled|1.0|good
1200.0|furniture|4020.0||||27.0|9.0||9.0|good
18.0|new-car|146650.0|four-years|9|9.0|750.0|2.0|skilled|1.0|good
300.0||1264.0|over-seven|single-male||1425.0|1.0|unskilled-resident|1.0|good
12.0||1474.0|one-year|9|1.0|33.0|1.0|management|1.0|good
45.0|radio-tv|118650.0|one-year|9|2.0|25.0|2.0|unskilled-resident|9.0|bad
1200.0|education|6110.0|9||3.0|31.0|9.0|9|1.0|good
450.0||2100.0|four-years||2.0|37.0|1.0|skilled|1.0|bad
10.0|domestic-app|1225.0|four-years|single-male||37.0|1.0|skilled|1.0|good
|radio-tv|458.0||single-male|3.0|24.0|1.0|skilled||good
30.0|radio-tv|-58325.0|over-seven|single-male|2.0|30.0|9.0|management|1.0|good
600.0|9|-28950.0|four-years|male-divorced|1.0|26.0|9.0|skilled|9.0|good
18.0|repairs|155100.0||single-male|4.0|44.0||unskilled-resident|2.0|good
30.0|||seven-years|9|4.0|-600.0|2.0|9|1.0|good
|used-car||over-seven|9|4.0|58.0|2.0|unskilled-resident|1.0|bad
11.0|new-car|139300.0|one-year|||35.0||management|1.0|good
-900.0|radio-tv|57475.0||||3900.0|1.0|9|9.0|good
6.0|used-car|1352.0|unemployed|9|9.0|||unemployed-non-resident|1.0|good
275.0|new-car|180700.0|four-years|single-male|4.0|39.0|2.0|||good
12.0|9|2073.0|four-years|female-divorced|9.0||1.0||1.0|good
24.0|||9|single-male|2.0|29.0|1.0||1.0|good
27.0|used-car|5965.0|9|single-male|2.0||2.0|management|1.0|good
