Czas_trwania_konta|Cel_kredytu|Kwota_kredytu|Czas_zatrudnienia|Plec_i_stan_cywilny|Czas_od_zamieszkania|Wiek|Liczba_kredytow_w_banku|Praca|Liczb_osob_na_utrzymaniu|Kredyt
6.0|9|1169.0|over-seven|single-male|4.0|67.0|2.0|skilled|1.0|good
48.0|radio-tv|5951.0|four-years||9.0|22.0|1.0|skilled|1.0|bad
12.0|education|-41920.0|seven-years|single-male||49.0|1.0|unskilled-resident|2.0|good
|furniture|7882.0|seven-years|single-male|4.0|45.0|9.0|skilled|2.0|good
24.0|new-car|4870.0|four-years|single-male|4.0|53.0|2.0|skilled|2.0|bad
36.0||9055.0|four-years|single-male|4.0|||unskilled-resident|9.0|good
24.0|furniture||over-seven|single-male|4.0|53.0|1.0|skilled|1.0|good
36.0|9|277920.0|four-years|single-male|2.0|35.0|1.0|management|1.0|good
12.0||3059.0|seven-years|male-divorced||61.0|1.0|unskilled-resident|1.0|good
30.0|new-car|5234.0|unemployed|married-male|2.0|28.0|2.0|management|1.0|bad
12.0|new-car|1295.0|one-year|female-divorced|1.0||1.0|skilled|1.0|bad
48.0|business|4308.0|one-year|female-divorced|4.0|24.0|1.0|skilled|1.0|bad
12.0|radio-tv|1567.0|four-years|9||22.0|1.0|skilled|1.0|good
||1199.0|over-seven|single-male|4.0||2.0||1.0|bad
300.0|new-car|1403.0|four-years|female-divorced|4.0|28.0|1.0|9|1.0|good
24.0|radio-tv|1282.0|four-years|female-divorced|2.0|32.0|1.0|unskilled-resident||bad
24.0|radio-tv|2424.0|over-seven|single-male|4.0|4240.0||skilled|9.0|good
30.0|business|8072.0|one-year|single-male|3.0|25.0|3.0||9.0|good
24.0|used-car||9|female-divorced|2.0|44.0|1.0|management|1.0|bad
960.0|radio-tv|3430.0|9|single-male|2.0|31.0|1.0|skilled|2.0|good
9.0|new-car|2134.0|four-years|single-male|4.0|48.0|3.0||1.0|good
|radio-tv|2647.0|four-years|single-male|3.0|44.0|1.0|skilled|2.0|good
|new-car|2241.0|one-year|9|3.0||2.0|unskilled-resident|2.0|good
12.0|used-car|1804.0|one-year|single-male|4.0|44.0|1.0|skilled|1.0|good
10.0|furniture|2069.0|four-years|married-male|1.0|26.0|2.0|skilled|1.0|good
6.0|furniture||four-years|single-male|2.0|36.0|1.0|unskilled-resident|1.0|good
6.0|9|34080.0|over-seven|married-male||39.0|1.0|unskilled-resident|1.0|good
12.0|radio-tv|409.0|four-years|female-divorced|3.0|42.0|2.0|skilled|1.0|good
7.0|radio-tv|2415.0|four-years|single-male|2.0|34.0|1.0|skilled||good
60.0|business|6836.0|over-seven|single-male|4.0|63.0|2.0|skilled|1.0|bad
18.0|business|1913.0||married-male|3.0|36.0||skilled|1.0|good
24.0|9|4020.0|four-years|single-male|2.0|27.0|1.0|skilled|1.0|good
18.0|new-car|5866.0|four-years|single-male|2.0||2.0||1.0|good
12.0|business|1264.0|9|single-male|4.0|57.0|1.0|unskilled-resident|1.0|good
|furniture||one-year||1.0|33.0|9.0|management|1.0|good
3600.0|radio-tv|4746.0|one-year|single-male|2.0|25.0|2.0|unskilled-resident|1.0|bad
960.0|education||four-years|single-male||31.0|1.0|skilled|1.0|good
18.0||42000.0|four-years|single-male|2.0|37.0|1.0|skilled|1.0|bad
10.0|domestic-app|24500.0|four-years|single-male|2.0|37.0|1.0|skilled|1.0|good
|radio-tv|458.0|four-years|single-male||24.0|1.0|skilled|1.0|good
30.0|radio-tv|2333.0|9|9|2.0|30.0|1.0|management|9.0|good
12.0|radio-tv|1158.0|four-years||1.0|26.0|1.0|skilled|1.0|good
|repairs||four-years|single-male|4.0|44.0|1.0|unskilled-resident||good
30.0||123740.0|seven-years|married-male|4.0|24.0|2.0|skilled|1.0|good
48.0|used-car|6143.0|over-seven|female-divorced|4.0|58.0|2.0|unskilled-resident|1.0|bad
11.0||1393.0|one-year|female-divorced|4.0|35.0|2.0||1.0|good
|radio-tv||over-seven|single-male|4.0|39.0|1.0|skilled|1.0|good
6.0|used-car|1352.0|unemployed|female-divorced|2.0|23.0|1.0|unemployed-non-resident|1.0|good
||7228.0|four-years|single-male|4.0|39.0|2.0||1.0|good
12.0|radio-tv|2073.0|four-years|female-divorced|9.0|-560.0|1.0|skilled|1.0|good
24.0|furniture|93320.0|one-year|single-male|2.0|580.0||unskilled-resident|1.0|good
27.0|used-car|5965.0|over-seven|single-male|9.0|30.0|2.0|management|1.0|good
12.0|radio-tv|1262.0|four-years||2.0|25.0||skilled||good
18.0|used-car|3378.0|four-years|9|1.0|31.0|1.0|skilled|1.0|good
36.0|new-car|2225.0|over-seven|single-male|4.0|57.0|2.0|skilled|1.0|bad
6.0|new-car|783.0|four-years|9|2.0|26.0|1.0|unskilled-resident|2.0|good
12.0||6468.0|unemployed|single-male||52.0|1.0|management|1.0|bad
36.0|9|9566.0|four-years|female-divorced|2.0|31.0|2.0|skilled|1.0|good
18.0|new-car||over-seven|9|2.0|23.0|1.0|management|1.0|good
|furniture|6229.0|one-year|female-divorced|4.0|23.0|2.0|unskilled-resident|1.0|bad
9.0|business|1391.0|four-years|married-male|1.0|27.0|1.0|skilled|1.0|good
15.0|radio-tv|1537.0|over-seven|single-male|4.0|50.0|||1.0|good
|business|1953.0|over-seven|single-male|4.0|61.0|1.0|management|1.0|bad
48.0|business|14421.0|four-years|single-male|9.0|25.0|1.0|skilled|9.0|bad
24.0|radio-tv|127240.0||female-divorced||26.0|1.0||1.0|good
|repairs|5190.0|over-seven|single-male|4.0|48.0|4.0|skilled|2.0|good
12.0|radio-tv|2171.0|one-year|female-divorced|2.0|29.0||skilled|1.0|good
12.0|new-car|1007.0|four-years|married-male|1.0|22.0|1.0|skilled|1.0|good
36.0|education|36380.0|four-years|single-male|4.0|37.0|1.0|skilled|1.0|bad
36.0|radio-tv|2394.0|four-years|female-divorced|4.0|25.0|1.0|skilled|1.0|good
|used-car||four-years|female-divorced|2.0|30.0|1.0||1.0|good
|9|730.0|over-seven|single-male|2.0||2.0||1.0|good
|others|1164.0|over-seven|single-male|9.0||2.0|management|2.0|good
42.0|business|5954.0|9|female-divorced|1.0|41.0|2.0|unskilled-resident|1.0|good
36.0|education|1977.0|over-seven||4.0|3200.0|1.0|management|1.0|bad
12.0|used-car||over-seven|9|4.0|66.0|2.0|management|1.0|good
42.0||3965.0|one-year|single-male|3.0|34.0|1.0|skilled|1.0|bad
220.0|radio-tv|4771.0|seven-years|single-male|4.0|4080.0|1.0|skilled|1.0|good
54.0|used-car|9436.0|9|single-male|9.0|39.0|1.0|unskilled-resident|2.0|good
30.0|furniture|3832.0|one-year||1.0|22.0|1.0|skilled|1.0|good
24.0|radio-tv|5943.0|one-year|female-divorced|1.0|44.0|2.0|9|1.0|bad
15.0|radio-tv|1213.0|over-seven|single-male|3.0|47.0||skilled|1.0|good
