Czas_trwania_konta|Cel_kredytu|Kwota_kredytu|Czas_zatrudnienia|Plec_i_stan_cywilny|Czas_od_zamieszkania|Wiek|Liczba_kredytow_w_banku|Praca|Liczb_osob_na_utrzymaniu|Kredyt
150.0|radio-tv|29225.0|||||9.0|skilled|9.0|good
48.0||-148775.0|9|female-divorced|9.0|||||bad
12.0||||||49.0||unskilled-resident|2.0|good
|9|7882.0|seven-years||9.0||||2.0|good
||4870.0|four-years||9.0|53.0||||bad
|9|9055.0|9||4.0||9.0|unskilled-resident||good
|furniture|2835.0|over-seven||4.0|||skilled|1.0|good
36.0|used-car|6948.0|||2.0||9.0|9|1.0|good
||3059.0|||4.0|61.0|9.0|9|9.0|good
|9||||||9.0|||bad
600.0|new-car||one-year||1.0|25.0||skilled|1.0|bad
|||one-year|female-divorced||24.0|1.0|9|1.0|bad
-300.0|9|||female-divorced|1.0||9.0|||good
24.0|new-car|29975.0|||||2.0|9|1.0|bad
15.0||1403.0||9||28.0|||9.0|good
24.0|radio-tv||9|female-divorced|2.0|||9||bad
24.0||2424.0|9||9.0|-1325.0||skilled|1.0|good
750.0|business|||9|9.0|||9|1.0|good
1200.0|9|12579.0||female-divorced|9.0|4400.0||management||bad
24.0|9|3430.0||single-male|2.0|1550.0|||2.0|good
-225.0|9|2134.0||single-male||4800.0|||1.0|good
-150.0|9|||single-male||4400.0||||good
|new-car|2241.0||single-male||||unskilled-resident||good
12.0||||9|4.0||9.0|skilled||good
|furniture|2069.0|9|married-male|1.0|||9|9.0|good
|furniture||four-years||9.0|1800.0|1.0||9.0|good
|9||9|married-male||-975.0|1.0|unskilled-resident|1.0|good
12.0||409.0|||3.0|42.0|2.0|skilled||good
175.0|radio-tv||four-years||2.0|34.0||skilled|9.0|good
1500.0|business||||9.0|63.0||||bad
|business|1913.0||9|3.0|||skilled|9.0|good
|9|4020.0||||27.0||skilled||good
|new-car|5866.0|9||2.0||2.0|||good
|business|31600.0|over-seven|9|9.0|5700.0|9.0|||good
300.0|furniture|||9|9.0||||9.0|good
45.0|9|474600.0||9|2.0|625.0|2.0|9||bad
48.0|education||||3.0|3100.0|9.0|skilled|1.0|good
18.0|9||four-years|single-male||37.0|1.0|9|1.0|bad
10.0|||four-years|9|9.0|37.0|9.0|skilled|1.0|good
||22900.0||9|3.0|24.0|1.0|skilled|9.0|good
|radio-tv||||2.0|||||good
12.0|radio-tv|1158.0|four-years|||1300.0||||good
18.0|repairs|310200.0|four-years||||||9.0|good
30.0|9||seven-years||4.0|-600.0|9.0|||good
|||over-seven|9|9.0|58.0||||bad
11.0|9||9||9.0|875.0|9.0|management|1.0|good
|radio-tv|2299.0|over-seven|9||39.0|9.0|skilled||good
-150.0||1352.0|9|9|||1.0|9|1.0|good
11.0|new-car|-180700.0||9||39.0||9|1.0|good
