Czas_trwania_konta|Cel_kredytu|Kwota_kredytu|Czas_zatrudnienia|Plec_i_stan_cywilny|Czas_od_zamieszkania|Wiek|Liczba_kredytow_w_banku|Praca|Liczb_osob_na_utrzymaniu|Kredyt
6.0|radio-tv|116900.0||||67.0|2.0|skilled|9.0|good
48.0|radio-tv|5951.0|four-years||2.0|550.0|9.0||1.0|bad
|education|2096.0|seven-years|single-male|9.0|49.0|1.0|unskilled-resident|2.0|good
42.0||7882.0|seven-years|single-male|9.0|-1125.0||skilled||good
|new-car|4870.0|four-years|9||53.0|||2.0|bad
36.0|education|9055.0|four-years||4.0|35.0|1.0||9.0|good
24.0||2835.0|over-seven|single-male|4.0|53.0|1.0|skilled|1.0|good
36.0|9|6948.0|four-years|single-male|2.0|35.0|1.0|9|1.0|good
||3059.0|seven-years|male-divorced|4.0|61.0|1.0|unskilled-resident|9.0|good
|new-car|5234.0|unemployed|married-male|2.0|28.0||management|1.0|bad
12.0|new-car||one-year|female-divorced|1.0|25.0|9.0|skilled|9.0|bad
4800.0|business||9|female-divorced|9.0|24.0|9.0|skilled|9.0|bad
|radio-tv|78350.0||female-divorced|1.0|22.0|9.0|9|1.0|good
24.0|new-car|1199.0||single-male|4.0|3000.0|2.0|unskilled-resident|1.0|bad
15.0|9|1403.0|four-years|female-divorced|4.0|28.0||9|1.0|good
24.0|radio-tv|1282.0|four-years|9|2.0|1600.0|1.0||1.0|bad
24.0|radio-tv|2424.0|over-seven|single-male|9.0|53.0|9.0||9.0|good
30.0|business|8072.0|one-year|single-male||625.0|3.0||9.0|good
24.0|used-car|12579.0|over-seven|female-divorced|2.0|44.0|1.0|9|1.0|bad
|radio-tv||over-seven|single-male|2.0|31.0|1.0|skilled||good
9.0|new-car|106700.0|four-years|single-male||48.0|9.0|skilled|9.0|good
|9|132350.0|four-years|single-male||44.0||||good
250.0||-56025.0|9|single-male|3.0|48.0|2.0|9|2.0|good
12.0|used-car|1804.0|one-year|single-male||44.0|1.0|skilled|1.0|good
10.0|||four-years|married-male||2600.0|2.0|9||good
-150.0|furniture|68700.0|9|9||36.0|9.0|unskilled-resident|1.0|good
|radio-tv|42600.0||married-male|4.0|39.0|1.0|unskilled-resident|1.0|good
12.0|radio-tv|409.0|four-years|9||42.0|2.0|skilled|9.0|good
7.0|radio-tv|2415.0|9|single-male||1700.0|1.0|skilled|1.0|good
|business|170900.0|9|single-male|4.0|63.0|2.0|skilled|1.0|bad
18.0|business|1913.0|one-year|9||36.0||9|1.0|good
||4020.0|four-years|single-male|2.0|27.0|1.0||1.0|good
|9|5866.0||single-male|2.0|1500.0|2.0|skilled|9.0|good
12.0|9||over-seven|9||57.0|1.0||1.0|good
