Czas_trwania_konta|Cel_kredytu|Kwota_kredytu|Czas_zatrudnienia|Plec_i_stan_cywilny|Czas_od_zamieszkania|Wiek|Liczba_kredytow_w_banku|Praca|Liczb_osob_na_utrzymaniu|Kredyt
6.0||1169.0|over-seven|single-male|9.0|67.0|2.0|skilled|9.0|good
48.0|radio-tv|-119020.0|four-years|female-divorced|2.0|22.0|1.0|skilled|1.0|bad
12.0|education|2096.0|seven-years||3.0|49.0|1.0|unskilled-resident|9.0|good
42.0|9|7882.0|seven-years||4.0||1.0|skilled|2.0|good
24.0|9|4870.0|four-years|single-male|4.0||||2.0|bad
36.0|education|362200.0|four-years|single-male|4.0|35.0|1.0|unskilled-resident|2.0|good
24.0|furniture|||single-male|4.0||1.0|skilled|1.0|good
36.0|used-car||four-years|||35.0|9.0||1.0|good
12.0|radio-tv|122360.0|seven-years|male-divorced||61.0|1.0|unskilled-resident|1.0|good
30.0|new-car||9|married-male|2.0|-560.0|2.0|management|1.0|bad
12.0|new-car|1295.0|9|9|1.0|25.0|1.0|skilled|1.0|bad
48.0|business|4308.0|9|female-divorced|4.0|24.0|9.0|skilled|1.0|bad
-240.0|radio-tv|1567.0|9||9.0|22.0|1.0||1.0|good
|new-car|95920.0|over-seven||4.0|60.0||unskilled-resident|1.0|bad
|new-car|1403.0||female-divorced|||1.0|skilled|1.0|good
24.0|radio-tv|1282.0|four-years|female-divorced|2.0|32.0|1.0|||bad
24.0|radio-tv|2424.0|over-seven||4.0|2120.0|2.0|skilled|1.0|good
|9|||9||||9|1.0|good
24.0||||female-divorced|2.0||1.0|management||bad
-480.0|radio-tv|3430.0|over-seven|single-male|9.0|31.0|1.0|skilled|9.0|good
9.0||2134.0|9|single-male|4.0|48.0|3.0|skilled|1.0|good
480.0||2647.0||single-male||44.0|1.0||2.0|good
10.0|new-car||one-year|single-male|3.0||2.0|9|2.0|good
|used-car|1804.0|one-year|single-male|4.0|44.0|1.0||1.0|good
10.0|furniture|2069.0|four-years|9|1.0|26.0|2.0|skilled|9.0|good
6.0|furniture|109920.0|four-years|single-male|2.0|||unskilled-resident|1.0|good
6.0||426.0|over-seven||4.0||1.0|unskilled-resident||good
12.0|radio-tv|409.0|four-years|female-divorced|3.0|42.0|2.0|skilled|1.0|good
7.0|radio-tv|||9||34.0|1.0|||good
60.0|9|6836.0|over-seven|single-male|4.0|63.0|2.0|skilled|1.0|bad
18.0|business|||married-male|9.0|36.0|1.0|skilled|1.0|good
480.0||4020.0||single-male||27.0||skilled|1.0|good
18.0|new-car||four-years|single-male|2.0|30.0|2.0|skilled|1.0|good
12.0|business|1264.0||single-male|||9.0|unskilled-resident||good
12.0|furniture|1474.0|9|female-divorced||33.0|9.0|9|1.0|good
45.0|radio-tv|94920.0|one-year|single-male|2.0|1000.0||unskilled-resident|1.0|bad
||6110.0||9|3.0|31.0|1.0|skilled|1.0|good
-360.0|radio-tv|2100.0|four-years|single-male|2.0|37.0|1.0|skilled||bad
10.0|domestic-app|||single-male|2.0|37.0|1.0|skilled|1.0|good
9.0|||9|9|3.0|24.0|9.0|9||good
30.0|radio-tv|2333.0|over-seven|9|2.0|30.0|1.0|management||good
12.0|radio-tv|1158.0|9|||26.0|1.0|skilled||good
18.0|9|6204.0|four-years|single-male||44.0|1.0|||good
30.0|used-car|494960.0|seven-years|9|4.0|24.0|2.0|skilled|9.0|good
48.0||6143.0|over-seven|female-divorced|4.0||2.0|unskilled-resident|1.0|bad
-220.0|new-car|111440.0||female-divorced|4.0|35.0|9.0|9|1.0|good
||91960.0|over-seven|single-male|4.0|39.0|1.0|skilled|1.0|good
6.0|used-car|1352.0||female-divorced|2.0|23.0|1.0|unemployed-non-resident|1.0|good
11.0|9|7228.0|four-years|9|4.0|1560.0|2.0|9|1.0|good
|radio-tv||four-years||2.0|28.0|1.0|skilled|1.0|good
24.0|9|2333.0|9||2.0|29.0|1.0|unskilled-resident|1.0|good
27.0|used-car|5965.0|||2.0|30.0|9.0||1.0|good
12.0|radio-tv|||9|2.0|25.0|1.0|9|1.0|good
18.0|used-car|3378.0|four-years|single-male||31.0||9|1.0|good
36.0|new-car||9||4.0||2.0|skilled|1.0|bad
6.0|new-car|783.0|four-years||2.0|26.0|9.0|unskilled-resident|9.0|good
||6468.0|unemployed|single-male|1.0|52.0|1.0||1.0|bad
|radio-tv||four-years|female-divorced|2.0|620.0|2.0|skilled|1.0|good
|||over-seven|female-divorced|2.0|1840.0|1.0|management||good
36.0||6229.0|one-year|9||23.0|2.0||1.0|bad
9.0|business|1391.0|four-years|married-male|9.0||1.0|skilled||good
15.0|radio-tv|1537.0|over-seven|single-male|4.0|50.0|2.0|skilled||good
36.0|||over-seven|single-male|4.0|61.0||management|1.0|bad
48.0|business||four-years|9|2.0|25.0|1.0|||bad
|radio-tv|3181.0|one-year|female-divorced|4.0|26.0|9.0||9.0|good
27.0||5190.0|over-seven|single-male|4.0|48.0|4.0|skilled||good
|radio-tv||one-year|female-divorced|2.0|29.0|1.0|skilled|9.0|good
12.0||||married-male|9.0||1.0|skilled|1.0|good
36.0|9|1819.0|four-years|single-male||37.0|1.0|skilled|1.0|bad
36.0|radio-tv|191520.0|9||||1.0|9|9.0|good
36.0|used-car|162660.0|four-years|female-divorced|2.0|30.0|1.0|||good
7.0|radio-tv|730.0|over-seven|single-male|2.0|||9|1.0|good
8.0||1164.0|over-seven|single-male|4.0|51.0||management|9.0|good
42.0|business|5954.0||female-divorced||41.0|2.0||1.0|good
-720.0|education|1977.0|||||1.0|9|9.0|bad
12.0|9||over-seven||4.0|66.0|2.0|management|1.0|good
42.0||3965.0|one-year|9|3.0|34.0|1.0|skilled|1.0|bad
||95420.0|seven-years|single-male|||1.0|skilled||good
54.0|used-car|9436.0|9|single-male|2.0|39.0||unskilled-resident|2.0|good
30.0||3832.0|one-year||1.0|22.0|||1.0|good
24.0||5943.0|one-year|9||3520.0|2.0|skilled|1.0|bad
15.0|radio-tv|1213.0|over-seven|single-male|3.0|47.0|1.0|skilled|1.0|good
18.0|business|1568.0|four-years||9.0||1.0|unskilled-resident|9.0|good
24.0|others|1755.0|9|female-divorced|4.0||9.0||1.0|good
10.0|radio-tv|2315.0|over-seven||4.0|52.0|1.0||1.0|good
|business|1412.0|four-years|female-divorced|2.0||2.0|management|1.0|good
|9|1295.0|one-year|female-divorced|1.0|27.0|9.0|skilled|1.0|good
36.0|education|12612.0|four-years|9||47.0|1.0||2.0|bad
18.0|new-car|2249.0|seven-years|single-male|3.0|-600.0|1.0|management|2.0|good
|repairs|1108.0|seven-years|single-male|3.0|560.0|9.0|9|1.0|bad
12.0||618.0|over-seven|single-male|4.0|56.0|1.0|skilled|1.0|good
12.0|9|1409.0|over-seven|9|3.0|54.0|1.0|skilled|9.0|good
12.0|radio-tv||over-seven|female-divorced||33.0|9.0|unskilled-resident|2.0|bad
24.0|furniture|72340.0|over-seven|single-male|4.0|20.0|2.0|9||good
12.0|new-car|1318.0|over-seven|single-male|4.0|54.0|1.0|skilled|1.0|good
1080.0||15945.0||single-male|4.0|58.0||||bad
12.0|education|160960.0||female-divorced|9.0|61.0|1.0|skilled||good
18.0|9||four-years|single-male|4.0|34.0||skilled|1.0|good
36.0|radio-tv|2337.0|over-seven|||720.0|1.0|skilled|9.0|good
1600.0|used-car|-141140.0||single-male|4.0|36.0|2.0|management|2.0|good
24.0|new-car|1469.0|over-seven||4.0|41.0||unskilled-resident|1.0|good
36.0|radio-tv|2323.0|seven-years|single-male|4.0|24.0|1.0|||good
6.0|radio-tv|932.0|four-years|female-divorced|2.0|24.0|1.0|skilled|1.0|good
9.0|furniture|1919.0|seven-years|single-male|3.0|35.0|1.0||1.0|good
|used-car|2445.0|one-year|married-male|||1.0|skilled|1.0|good
1920.0|||four-years|single-male|9.0|39.0||||bad
1440.0||6458.0||single-male|4.0|39.0|2.0|||bad
|new-car|6078.0|seven-years|||32.0||skilled|1.0|good
-480.0|furniture|7721.0|9||2.0|2400.0|1.0|skilled|1.0|good
14.0|business|1410.0|over-seven|married-male|||9.0|||good
6.0|business|1449.0|over-seven|male-divorced|2.0|31.0|2.0|skilled|9.0|good
15.0|education|392.0|one-year|female-divorced|4.0|23.0|1.0|skilled|1.0|good
18.0|new-car|6260.0|seven-years||3.0|-560.0|9.0|9|1.0|good
36.0|new-car|7855.0|four-years|female-divorced|2.0|25.0|9.0|skilled|1.0|bad
|radio-tv|1680.0||9|9.0|35.0|1.0|skilled||good
48.0|radio-tv|3578.0|over-seven|single-male|1.0||9.0|9|1.0|good
|9|7174.0||female-divorced|9.0|30.0|9.0|management|1.0|bad
10.0||2132.0||female-divorced|3.0||2.0|9||good
1320.0|furniture|4281.0|9|female-divorced|4.0|23.0|2.0|9|9.0|bad
12.0|new-car||9|male-divorced|3.0|720.0|9.0|9|1.0|good
|radio-tv|1835.0|four-years|female-divorced|2.0|25.0|2.0|skilled||bad
24.0||3868.0|over-seven|female-divorced|||2.0|management|1.0|good
|furniture|141440.0|four-years|single-male|2.0|24.0|1.0|9|1.0|good
||781.0|over-seven||4.0|63.0|2.0||1.0|good
|furniture|1924.0|one-year|female-divorced|3.0|27.0|1.0||1.0|bad
|new-car|2121.0|four-years|single-male|2.0|600.0|2.0|skilled||good
12.0|radio-tv|701.0|four-years|married-male|2.0|40.0|1.0|unskilled-resident|1.0|good
12.0|repairs|639.0|9|9||||9|1.0|bad
12.0|9||unemployed|9|2.0||2.0|||good
