Czas_trwania_konta|Cel_kredytu|Kwota_kredytu|Czas_zatrudnienia|Plec_i_stan_cywilny|Czas_od_zamieszkania|Wiek|Liczba_kredytow_w_banku|Praca|Liczb_osob_na_utrzymaniu|Kredyt
6.0|radio-tv|116900.0||||-1675.0|||1.0|good
-1200.0||-148775.0|9|female-divorced|2.0|2200.0|9.0||1.0|bad
|||9||3.0|49.0|1.0||9.0|good
|||seven-years|single-male|||1.0|9||good
24.0|new-car|-121750.0|four-years|9|4.0|2650.0||skilled|2.0|bad
1800.0|9|226375.0|four-years|single-male|4.0|3500.0|1.0||2.0|good
24.0|||over-seven||4.0|53.0|1.0|9||good
3600.0|9||four-years||9.0||1.0|9||good
600.0||||||-1525.0|9.0|||good
30.0|new-car|||married-male|9.0|28.0|2.0|||bad
12.0|9|1295.0||female-divorced|1.0||9.0|skilled|1.0|bad
|business||9|female-divorced|9.0||1.0||1.0|bad
12.0|||9|female-divorced||1100.0|9.0|skilled|1.0|good
-600.0|||9|single-male|4.0|-1500.0||||bad
15.0|9|||9|9.0|28.0||9||good
|9||four-years|9|||9.0|unskilled-resident||bad
24.0|9||9|single-male|4.0|||9||good
30.0|9|||9|3.0|2500.0||9|9.0|good
24.0|used-car|12579.0|over-seven|female-divorced||4400.0||9||bad
||||9|9.0|775.0|1.0|skilled||good
450.0|new-car||four-years||4.0|48.0||||good
150.0|9|2647.0|four-years|||44.0||9|2.0|good
10.0|9|-56025.0|9||9.0|4800.0|2.0|unskilled-resident|2.0|good
||1804.0|9|||-1100.0||9||good
10.0|furniture|2069.0||married-male|1.0||9.0||1.0|good
150.0|furniture||four-years||2.0|900.0|9.0||9.0|good
600.0|9||9|9|||9.0|unskilled-resident||good
|9|409.0||female-divorced|3.0||9.0|9|1.0|good
7.0||2415.0|||2.0|34.0|||1.0|good
-1500.0|business|6836.0|over-seven||9.0|6300.0||9|9.0|bad
18.0|business|1913.0|one-year|married-male|3.0||9.0||1.0|good
||-100500.0|9|single-male|9.0||9.0||1.0|good
450.0|||four-years|single-male||-750.0|9.0|||good
||1264.0||9|4.0|57.0|1.0|9||good
||73700.0|9|female-divorced|1.0|||||good
45.0|9|||single-male|2.0||2.0||1.0|bad
|9||||3.0|1550.0|9.0|||good
