Czas_trwania_konta|Cel_kredytu|Kwota_kredytu|Czas_zatrudnienia|Plec_i_stan_cywilny|Czas_od_zamieszkania|Wiek|Liczba_kredytow_w_banku|Praca|Liczb_osob_na_utrzymaniu|Kredyt
|radio-tv|58450.0|over-seven|9||3350.0|2.0|||good
4800.0|radio-tv|||female-divorced|9.0||||9.0|bad
12.0||||single-male|9.0||1.0|unskilled-resident|2.0|good
4200.0|furniture|7882.0|seven-years||4.0||||9.0|good
24.0|||9|9||-1325.0||||bad
36.0|education|-226375.0||single-male||35.0|||2.0|good
24.0|9||9|single-male|4.0||9.0|skilled|1.0|good
36.0|||9|single-male||35.0|9.0|management|1.0|good
600.0|9|3059.0|seven-years|9|4.0|||unskilled-resident|9.0|good
1500.0|new-car||9|married-male|9.0|28.0||management|1.0|bad
-300.0||1295.0|9||1.0|-625.0|||9.0|bad
48.0|business|4308.0|one-year|9||600.0|||1.0|bad
12.0|radio-tv|1567.0|four-years||9.0|||skilled||good
24.0||1199.0||single-male|4.0||2.0||9.0|bad
|new-car||four-years|female-divorced|9.0|28.0|9.0|9|1.0|good
24.0|radio-tv||9|9|9.0|32.0|1.0|9||bad
|||over-seven|single-male|||2.0||9.0|good
-750.0|||one-year||3.0||3.0|skilled||good
24.0|used-car||9|female-divorced|2.0|||9|1.0|bad
|9|171500.0|9|single-male|2.0|-775.0|9.0|9||good
|new-car|2134.0||single-male|4.0|4800.0|3.0||9.0|good
6.0|radio-tv|2647.0|9|single-male|||1.0|skilled||good
||56025.0|9||3.0||2.0|unskilled-resident||good
|used-car||one-year|9|4.0|-1100.0||||good
|9|||married-male|1.0|26.0||9||good
6.0|furniture||9|9||36.0|||1.0|good
|radio-tv|426.0|over-seven||4.0|3900.0|1.0|unskilled-resident||good
12.0|9|-10225.0|||3.0|4200.0|2.0|||good
700.0|radio-tv||9|single-male|||||1.0|good
-1500.0|business||9|||63.0|2.0|skilled|1.0|bad
18.0|||one-year||9.0|36.0|9.0|skilled|1.0|good
24.0|furniture|4020.0|four-years|||27.0|9.0|skilled||good
