Czas_trwania_konta|Cel_kredytu|Kwota_kredytu|Czas_zatrudnienia|Plec_i_stan_cywilny|Czas_od_zamieszkania|Wiek|Liczba_kredytow_w_banku|Praca|Liczb_osob_na_utrzymaniu|Kredyt
||1169.0|9||4.0||2.0|||good
48.0||148775.0|||9.0|2200.0|9.0|||bad
600.0|9||seven-years|single-male|9.0||||2.0|good
|furniture|7882.0|||4.0|||skilled|2.0|good
||4870.0|||4.0|-1325.0||||bad
|education||four-years|single-male|4.0|35.0|1.0|9|9.0|good
600.0|furniture|2835.0|over-seven|single-male|9.0|53.0||skilled|1.0|good
36.0|9|6948.0||9|2.0||9.0||1.0|good
|radio-tv|||||61.0||unskilled-resident||good
750.0|9|261700.0|unemployed|married-male|2.0|28.0|9.0|9||bad
12.0|||9|female-divorced|1.0||9.0||9.0|bad
48.0|business||9|female-divorced|||1.0|9|1.0|bad
|9|1567.0||female-divorced|1.0|22.0|9.0||1.0|good
||1199.0|over-seven|9||60.0|2.0|9|9.0|bad
|new-car|1403.0||female-divorced|||1.0||9.0|good
24.0||1282.0|four-years||2.0||9.0|unskilled-resident|9.0|bad
|9|2424.0|over-seven|single-male||||9||good
||||||25.0||9||good
|used-car|12579.0||female-divorced|9.0||1.0|||bad
||3430.0|over-seven|single-male||||9|2.0|good
|9||9|single-male||||||good
6.0|9||9||||9.0|skilled||good
10.0|9||9|9||48.0|||2.0|good
-300.0|||||4.0|44.0|1.0|skilled|9.0|good
|furniture|2069.0||9||2600.0|2.0|9|9.0|good
6.0|furniture|137400.0||||36.0|1.0||9.0|good
|radio-tv|426.0|over-seven|9||1950.0|1.0|9|1.0|good
|9||four-years|9|9.0|42.0|2.0||1.0|good
-175.0|radio-tv|241500.0|||9.0||9.0|9|1.0|good
||341800.0|||4.0|||skilled|1.0|bad
450.0||-47825.0|9|9||36.0|9.0|skilled|1.0|good
2400.0|furniture||four-years||9.0|27.0|1.0|9|9.0|good
18.0||||9||-750.0|||9.0|good
|||9|9|9.0|-1425.0|9.0|unskilled-resident|9.0|good
|9||one-year|9|1.0|3300.0|||1.0|good
45.0||4746.0|one-year||2.0|||||bad
1200.0||6110.0|9||||9.0||1.0|good
1800.0||210000.0||single-male|2.0||9.0|skilled|9.0|bad
||-30625.0|four-years||||1.0||1.0|good
9.0|||9||3.0|||skilled|9.0|good
30.0||58325.0|over-seven|single-male||30.0|9.0||1.0|good
|radio-tv|1158.0|9|||26.0|9.0|skilled||good
||155100.0|four-years||4.0||9.0|||good
-750.0|||||9.0||||9.0|good
|9||over-seven||4.0|58.0||unskilled-resident||bad
275.0|new-car|-34825.0||female-divorced|||2.0||1.0|good
|radio-tv|114950.0|over-seven||4.0|39.0||9||good
6.0|used-car|33800.0|unemployed|||23.0|9.0|unemployed-non-resident|1.0|good
11.0|||9|||39.0||||good
12.0|radio-tv|||female-divorced|2.0|-700.0|1.0|skilled|1.0|good
|furniture|2333.0|one-year|single-male||-725.0|9.0|||good
675.0|used-car|||single-male|||9.0|||good
|radio-tv|1262.0|9|single-male|||1.0|skilled|1.0|good
