Czas_trwania_konta|Cel_kredytu|Kwota_kredytu|Czas_zatrudnienia|Plec_i_stan_cywilny|Czas_od_zamieszkania|Wiek|Liczba_kredytow_w_banku|Praca|Liczb_osob_na_utrzymaniu|Kredyt
6.0||1169.0|9|||5360.0|9.0|skilled|1.0|good
3840.0||-119020.0|9|female-divorced|2.0||1.0||9.0|bad
480.0||167680.0|9||3.0|49.0|1.0|||good
3360.0|furniture|7882.0||single-male|4.0|45.0|9.0|skilled|2.0|good
24.0|9|4870.0|four-years|single-male||53.0||skilled|2.0|bad
||-181100.0|four-years|single-male|4.0|35.0|1.0|unskilled-resident|2.0|good
|9|2835.0|||4.0|53.0|||1.0|good
|||four-years||2.0|1400.0|9.0|9|9.0|good
12.0||122360.0|seven-years|male-divorced|4.0||9.0|unskilled-resident|1.0|good
2400.0|new-car||unemployed||||9.0|||bad
480.0|new-car|1295.0|one-year|female-divorced||25.0|1.0|||bad
1920.0||4308.0|one-year|||24.0||skilled|1.0|bad
12.0||||||||||good
|9|95920.0||||60.0|2.0||1.0|bad
|new-car|||female-divorced|4.0||||9.0|good
24.0|||four-years|||1280.0|9.0|unskilled-resident|1.0|bad
24.0|||over-seven|9|4.0||2.0|9|1.0|good
-600.0|9|8072.0|||9.0|||||good
24.0||12579.0|over-seven|female-divorced|2.0||1.0|||bad
24.0||3430.0|over-seven||2.0|-620.0|9.0|skilled|2.0|good
9.0||42680.0|four-years||4.0|||9|1.0|good
6.0||2647.0|four-years||||9.0|||good
|9|2241.0|||9.0|48.0|2.0|9|2.0|good
12.0||144320.0||||-880.0||skilled||good
10.0|furniture|2069.0|9||||2.0|skilled|1.0|good
-120.0|furniture|||single-male||36.0|9.0|||good
|radio-tv||over-seven|married-male||1560.0||unskilled-resident||good
12.0|9||four-years|9|3.0|42.0||||good
||2415.0||||||skilled|1.0|good
|business||9|9||63.0|2.0|skilled|1.0|bad
18.0||1913.0|9|9||||||good
|furniture||four-years||2.0||1.0|skilled|1.0|good
360.0|new-car||9|single-male|2.0|||9|1.0|good
12.0||101120.0|9||9.0|1140.0|1.0||1.0|good
-240.0||1474.0|||1.0|2640.0|9.0||1.0|good
1800.0||94920.0||single-male||25.0|2.0||1.0|bad
48.0||||single-male|||1.0|skilled||good
18.0||42000.0||9|2.0|37.0|1.0|skilled|1.0|bad
10.0|domestic-app|49000.0||||37.0|1.0|9|1.0|good
360.0||18320.0|four-years|single-male|9.0|||skilled|1.0|good
|9|2333.0|over-seven|9|9.0||1.0||1.0|good
240.0|radio-tv|1158.0||male-divorced|9.0|1040.0|9.0|skilled|9.0|good
360.0|9||four-years|single-male|4.0|44.0||unskilled-resident||good
2400.0||6187.0|seven-years|married-male||24.0|9.0|9|1.0|good
-960.0|used-car|6143.0|over-seven||4.0|58.0||9||bad
||||9||-700.0||||good
|9|2299.0|over-seven|single-male|9.0|39.0|1.0|||good
6.0|used-car|108160.0|unemployed|female-divorced|2.0|||||good
|9|||single-male|4.0|39.0|9.0|9||good
12.0||2073.0|four-years|||||skilled|1.0|good
||46660.0|one-year||2.0|580.0|1.0|unskilled-resident|9.0|good
27.0|used-car|477200.0|9||9.0|-600.0|9.0|9||good
480.0|radio-tv|1262.0||single-male||25.0||9|1.0|good
|used-car|3378.0||9|1.0||9.0|skilled|1.0|good
|9|2225.0||9|4.0||||1.0|bad
6.0||||single-male|2.0||1.0|unskilled-resident|2.0|good
||6468.0|||||1.0|management|1.0|bad
||-191320.0|9||2.0|31.0|||9.0|good
|9||||2.0|23.0|1.0|management|1.0|good
|furniture|6229.0||9|4.0|23.0|9.0|unskilled-resident|9.0|bad
9.0|||9|||||||good
||||9||50.0||skilled||good
|business||over-seven||||9.0||1.0|bad
3840.0|business|14421.0||single-male|2.0|25.0|1.0|skilled||bad
|||9||4.0|||9||good
|||over-seven|||48.0|4.0|skilled||good
12.0|9|2171.0|one-year||2.0|1160.0|1.0|9|1.0|good
|9|1007.0|four-years||||1.0|skilled|1.0|good
||||single-male|||||1.0|bad
-720.0|9|2394.0|four-years|female-divorced|9.0|-500.0|1.0||1.0|good
36.0|9|8133.0|four-years|9|2.0|2400.0|1.0|skilled|1.0|good
7.0|||over-seven|9|2.0|46.0|2.0|9|1.0|good
||1164.0||single-male||4080.0|2.0|9|9.0|good
||476320.0||9|9.0|41.0|9.0||9.0|good
-720.0|education|158160.0|over-seven|9||40.0|1.0|9|1.0|bad
|used-car|61040.0|||4.0|66.0|2.0|9||good
3360.0|radio-tv||9||3.0|34.0|9.0||1.0|bad
220.0|radio-tv|4771.0|9||4.0|-1020.0|||1.0|good
1080.0||9436.0|||9.0||1.0|9||good
30.0||3832.0|one-year|||22.0|1.0|||good
24.0|radio-tv||one-year|||44.0|||9.0|bad
600.0||1213.0||single-male||-940.0|9.0|skilled|1.0|good
|9|-31360.0|four-years|9|||1.0|unskilled-resident||good
|9|1755.0||9|4.0|58.0|1.0|9|9.0|good
200.0|radio-tv||9|single-male||||unskilled-resident|9.0|good
12.0|9|||female-divorced||580.0|9.0|9|1.0|good
|9|103600.0|one-year||9.0|27.0||skilled|9.0|good
720.0|education|||9||47.0|1.0|skilled||bad
|new-car|2249.0||single-male||30.0|1.0|9|9.0|good
|9||seven-years|single-male|3.0|2240.0|2.0|||bad
|radio-tv|||single-male|||9.0||9.0|good
||||single-male||||skilled|9.0|good
12.0|radio-tv|797.0|over-seven|||||unskilled-resident||bad
24.0|furniture|||single-male|||2.0|skilled|1.0|good
480.0|new-car|1318.0||9|9.0|||9|9.0|good
|business||one-year|9|4.0||9.0|skilled|1.0|bad
|education||9||9.0|61.0|9.0|skilled||good
|9|-52440.0|four-years|single-male||2720.0|1.0|skilled|1.0|good
36.0|radio-tv|186960.0|over-seven|single-male||1440.0|1.0|9|1.0|good
20.0|||||4.0||9.0|management|2.0|good
|new-car|1469.0||married-male|4.0|3280.0|9.0|||good
36.0||||9||24.0|9.0|||good
||932.0|four-years|9||24.0||skilled|1.0|good
||38380.0|||||||1.0|good
|||9||||||9.0|good
24.0|9|11938.0|four-years||3.0|39.0|2.0|management||bad
18.0|9|||9||||9||bad
12.0|new-car|6078.0|seven-years|||||9|9.0|good
|furniture|||female-divorced|||1.0|9|1.0|good
|business|1410.0|9||9.0||1.0||1.0|good
6.0|||9||9.0|-620.0|2.0|skilled||good
15.0|||one-year|female-divorced|9.0|1840.0|1.0|9||good
|new-car|500800.0|seven-years|single-male|||1.0||1.0|good
